season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,projected_fantasy_points_ppr,projection_source_model,model_bundle_version,inference_version
2025,1,2025_01_PIT_NYJ,2025-09-07,00-0037837,Calvin Austin III,WR,PIT,NYJ,7.486185215735903,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_SF_SEA,2025-09-07,00-0038090,Skyy Moore,WR,SF,SEA,4.26267096266751,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0038104,Tyquan Thornton,WR,KC,LAC,3.7822168775800895,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_NYG_WAS,2025-09-07,00-0038117,Wan'Dale Robinson,WR,NYG,WAS,12.200528105909296,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0038359,Xavier Smith,WR,LA,HOU,4.045497336302567,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_DET_GB,2025-09-07,00-0038393,Dontayvion Wicks,WR,GB,DET,9.948970096426818,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0038492,Jason Brownlee,WR,KC,LAC,5.951717496302281,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_PIT_NYJ,2025-09-07,00-0038496,Xavier Gipson,WR,NYJ,PIT,2.4658549823031617,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0038519,Nikko Remigio,WR,KC,LAC,6.722729194018459,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_SF_SEA,2025-09-07,00-0038543,Jaxon Smith-Njigba,WR,SEA,SF,13.044355698444177,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0038544,Quentin Johnston,WR,LAC,KC,13.130933335593244,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_ARI_NO,2025-09-07,00-0038559,Michael Wilson,WR,ARI,NO,8.87283290819805,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0038563,Tre Tucker,WR,LV,NE,7.624650536715612,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0038573,Derius Davis,WR,LAC,KC,6.330104958545656,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038576,Charlie Jones,WR,CIN,CLE,3.031984637903843,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038606,Parker Washington,WR,JAX,CAR,9.481586409147866,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0038608,Kayshon Boutte,WR,NE,LV,10.256826991156657,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0038618,Xavier Hutchinson,WR,HOU,LA,6.5806163754690505,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0038621,DeMario Douglas,WR,NE,LV,9.084263108901341,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TB_ATL,2025-09-07,00-0038824,Ryan Miller,WR,TB,ATL,7.2390697483369975,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038840,Brycen Tremayne,WR,CAR,JAX,1.9117067492999604,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TEN_DEN,2025-09-07,00-0038976,Marvin Mims Jr.,WR,DEN,TEN,10.405632366108268,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038979,Cedric Tillman,WR,CLE,CIN,9.844186844273315,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIA_IND,2025-09-07,00-0038997,Josh Downs,WR,IND,MIA,10.653956724825516,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039064,Zay Flowers,WR,BAL,BUF,7.085538023280277,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0039075,Puka Nacua,WR,LA,HOU,17.777976542751986,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_DET_GB,2025-09-07,00-0039146,Jayden Reed,WR,GB,DET,9.444736306887377,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_NYG_WAS,2025-09-07,00-0039337,Malik Nabers,WR,NYG,WAS,13.41901251805821,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039342,Xavier Legette,WR,CAR,JAX,7.998116257833655,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_NYG_WAS,2025-09-07,00-0039355,Luke McCaffrey,WR,WAS,NYG,3.742913645949502,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CIN_CLE,2025-09-07,00-0039379,Jamari Thrash,WR,CLE,CIN,5.284828125269543,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TB_ATL,2025-09-07,00-0039394,Casey Washington,WR,ATL,TB,4.661436756511151,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_ARI_NO,2025-09-07,00-0039424,Devaughn Vele,WR,NO,ARI,6.091608414834647,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TB_ATL,2025-09-07,00-0039589,Kameron Johnson,WR,TB,ATL,5.800820929755741,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TEN_DEN,2025-09-07,00-0039650,Bryce Oliver,WR,TEN,DEN,2.7673174315775615,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0039751,Jordan Whittington,WR,LA,HOU,5.644143478331352,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIA_IND,2025-09-07,00-0039816,Anthony Gould,WR,IND,MIA,2.6116608788695217,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_ARI_NO,2025-09-07,00-0039849,Marvin Harrison Jr.,WR,ARI,NO,9.956509000979686,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TEN_DEN,2025-09-07,00-0039868,Troy Franklin,WR,DEN,TEN,6.479463094929752,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIA_IND,2025-09-07,00-0039880,Malik Washington,WR,MIA,IND,9.193378183247562,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIA_IND,2025-09-07,00-0039890,Adonai Mitchell,WR,IND,MIA,4.381170896274124,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039893,Brian Thomas Jr.,WR,JAX,CAR,16.53371394517965,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0039894,Xavier Worthy,WR,KC,LAC,12.834535604332043,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039901,Keon Coleman,WR,BUF,BAL,9.158438285930695,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0039915,Ladd McConkey,WR,LAC,KC,13.023313574704874,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_SF_SEA,2025-09-07,00-0039916,Ricky Pearsall,WR,SF,SEA,12.048288592447252,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIN_CHI,2025-09-08,00-0039919,Rome Odunze,WR,CHI,MIN,8.963728102115272,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_DET_GB,2025-09-07,00-0040009,Savion Williams,WR,GB,DET,5.666802939589822,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_BAL_BUF,2025-09-07,00-0040075,LaJohntay Wester,WR,BAL,BUF,3.5900248546151854,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040124,Tetairoa McMillan,WR,CAR,JAX,4.131195216972376,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TB_ATL,2025-09-07,00-0040129,Emeka Egbuka,WR,TB,ATL,6.728943452736659,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0040130,Jayden Higgins,WR,HOU,LA,4.897340734001446,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0040131,Kyle Williams,WR,NE,LV,4.572116074529513,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_HOU_LA,2025-09-07,00-0040138,Jaylin Noel,WR,HOU,LA,4.897340734001446,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040154,Tai Felton,WR,MIN,CHI,4.6945898468194445,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_NYG_WAS,2025-09-07,00-0040164,Jaylin Lane,WR,WAS,NYG,4.7511818113349165,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TEN_DEN,2025-09-07,00-0040170,Elic Ayomanor,WR,TEN,DEN,3.755785714404333,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0040184,KeAndre Lambert-Smith,WR,LAC,KC,5.474043301317989,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TB_ATL,2025-09-07,00-0040237,Tez Johnson,WR,TB,ATL,6.728943452736659,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040506,Myles Price,WR,MIN,CHI,4.6945898468194445,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0040581,Dont'e Thornton Jr.,WR,LV,NE,4.164229768592504,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_PIT_NYJ,2025-09-07,00-0040582,Arian Smith,WR,NYJ,PIT,3.9313804001987425,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_SF_SEA,2025-09-07,00-0040648,Tory Horton,WR,SEA,SF,5.240323526950849,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_DET_GB,2025-09-07,00-0040667,Matthew Golden,WR,GB,DET,5.666802939589822,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_DET_GB,2025-09-07,00-0040669,Isaac TeSlaa,WR,DET,GB,4.680302610457962,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_TEN_DEN,2025-09-07,00-0040705,Chimere Dike,WR,TEN,DEN,3.755785714404333,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_KC_LAC,2025-09-05,00-0040727,Tre Harris,WR,LAC,KC,5.474043301317989,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_LV_NE,2025-09-07,00-0040729,Jack Bech,WR,LV,NE,4.164229768592504,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040735,Luther Burden III,WR,CHI,MIN,4.221514638948232,ridge,v1_evaluated_2025,v1_bundle_inference
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040782,Isaiah Bond,WR,CLE,CIN,5.038247820475387,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0023459,Aaron Rodgers,QB,PIT,SEA,16.66554896973969,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0026158,Joe Flacco,QB,CLE,BAL,13.608792065882684,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0026498,Matthew Stafford,QB,LA,TEN,14.537595170754496,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0028118,Tyrod Taylor,QB,NYJ,BUF,6.395095812531613,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0029263,Russell Wilson,QB,NYG,DAL,21.497714138808707,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0030565,Geno Smith,QB,LV,LAC,16.27812439650414,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0033077,Dak Prescott,QB,DAL,NYG,17.430667507593558,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0033106,Jared Goff,QB,DET,CHI,19.106369594431108,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0033119,Jacoby Brissett,QB,ARI,CAR,9.578361725639386,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0033662,Cooper Rush,QB,BAL,CLE,8.069318393916125,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0033869,Mitchell Trubisky,QB,BUF,NYJ,3.957090228437435,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0033873,Patrick Mahomes,QB,KC,PHI,24.066382008540362,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0034771,Mason Rudolph,QB,PIT,SEA,9.777404726292945,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0034796,Lamar Jackson,QB,BAL,CLE,21.517806764038152,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0034855,Baker Mayfield,QB,TB,HOU,24.227916422878476,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0034857,Josh Allen,QB,BUF,NYJ,21.781946513304813,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0034869,Sam Darnold,QB,SEA,PIT,16.947396476143375,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0035100,Jake Browning,QB,CIN,JAX,6.073250014683319,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0035228,Kyler Murray,QB,ARI,CAR,26.451278241370318,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0035710,Daniel Jones,QB,IND,DEN,22.494647690524612,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0036212,Tua Tagovailoa,QB,MIA,NE,14.848565366623319,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0036264,Jordan Love,QB,GB,WAS,16.304985124126194,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0036355,Justin Herbert,QB,LAC,LV,24.520281061506722,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0036389,Jalen Hurts,QB,PHI,KC,18.638817258409055,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0036442,Joe Burrow,QB,CIN,JAX,19.070190997284495,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0036945,Justin Fields,QB,NYJ,BUF,17.089359569359843,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0036971,Trevor Lawrence,QB,JAX,CIN,13.69730699440194,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0036972,Mac Jones,QB,SF,NO,12.347027316137313,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0038416,Tyson Bagent,QB,CHI,DET,3.5793242599824584,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0039150,Bryce Young,QB,CAR,ARI,19.84531174512394,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0039163,C.J. Stroud,QB,HOU,TB,15.465523098230072,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0039376,Spencer Rattler,QB,NO,SF,13.560046429779865,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0039732,Bo Nix,QB,DEN,IND,22.144216552737948,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0039851,Drake Maye,QB,NE,MIA,15.370218385278584,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0039910,Jayden Daniels,QB,WAS,GB,21.721571044089906,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0039917,Michael Penix Jr.,QB,ATL,MIN,16.66687672391196,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0039918,Caleb Williams,QB,CHI,DET,18.095159879517954,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0039923,J.J. McCarthy,QB,MIN,ATL,20.40159474280073,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0040676,Cam Ward,QB,TEN,LA,9.323738696279394,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0040691,Jaxson Dart,QB,NYG,DAL,6.088321735910583,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0040704,Dillon Gabriel,QB,CLE,BAL,4.818142132376175,hist_gradient_boosting,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0032764,Derrick Henry,RB,BAL,CLE,18.090954522523408,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0033280,Christian McCaffrey,RB,SF,NO,17.362171484028515,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0033293,Aaron Jones,RB,MIN,ATL,13.20263807560602,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0033526,Samaje Perine,RB,CIN,JAX,4.622192997605821,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0033553,James Conner,RB,ARI,CAR,16.70701147450531,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0033699,Austin Ekeler,RB,WAS,GB,10.111202537850001,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0033854,Dare Ogunbowale,RB,HOU,TB,5.104222948088775,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0033906,Alvin Kamara,RB,NO,SF,13.878747999940364,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0033923,Kareem Hunt,RB,KC,PHI,6.90196242532837,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0034791,Nick Chubb,RB,HOU,TB,9.445913032773325,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0034844,Saquon Barkley,RB,PHI,KC,16.792980732525983,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0034975,Justice Hill,RB,BAL,CLE,7.1881343950711605,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0035243,Miles Sanders,RB,DAL,NYG,5.708998160797462,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0035250,Devin Singletary,RB,NYG,DAL,2.960406727995659,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0035261,Tony Pollard,RB,TEN,LA,11.477257324826583,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0035537,Ty Johnson,RB,BUF,NYJ,5.712469508150375,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0035567,Craig Reynolds,RB,DET,CHI,2.3242776253559545,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0035685,David Montgomery,RB,DET,CHI,12.008029905908796,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0035700,Josh Jacobs,RB,GB,WAS,15.900185064535002,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0035726,Jakob Johnson,RB,HOU,TB,1.5035680579797457,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0036139,Rico Dowdle,RB,CAR,ARI,7.93955441082252,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0036158,J.K. Dobbins,RB,DEN,IND,13.57309294371679,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0036187,Reggie Gilliam,RB,BUF,NYJ,2.916264372664372,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0036223,Jonathan Taylor,RB,IND,DEN,15.1148977783663,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0036265,AJ Dillon,RB,PHI,KC,3.2908646524499474,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0036275,D'Andre Swift,RB,CHI,DET,13.836288080340989,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0036328,Antonio Gibson,RB,NE,MIA,6.268322882472422,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0036555,Chuba Hubbard,RB,CAR,ARI,16.437720372327767,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0036875,Rhamondre Stevenson,RB,NE,MIA,9.123686737770594,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0036893,Najee Harris,RB,LAC,LV,5.146371064697495,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0036919,Kenny Gainwell,RB,PIT,SEA,8.474169756670346,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0036973,Travis Etienne,RB,JAX,CIN,15.456474945262569,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0036997,Javonte Williams,RB,DAL,NYG,14.777659448575445,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0037085,Tyler Badie,RB,DEN,IND,4.5945055228313905,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0037157,Bam Knight,RB,ARI,CAR,3.887260357725065,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0037197,Isiah Pacheco,RB,KC,PHI,7.679663847939408,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0037228,Jaylen Warren,RB,PIT,SEA,11.871524779484645,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0037248,James Cook,RB,BUF,NYJ,15.165978749196862,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0037256,Rachaad White,RB,TB,HOU,7.826156491488102,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0037263,Tyler Allgeier,RB,ATL,MIN,6.496872475421607,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0037267,Jerome Ford,RB,CLE,BAL,10.577261109542055,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0037525,Jordan Mason,RB,MIN,ATL,10.665838745170097,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0037617,Hassan Haskins,RB,LAC,LV,2.3460617746632466,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0037746,Brian Robinson,RB,SF,NO,6.291659528560823,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0037840,Kyren Williams,RB,LA,TEN,15.822839266538997,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0038040,Zamir White,RB,LV,LAC,3.7258339258236335,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0038120,Breece Hall,RB,NYJ,BUF,15.107010846318008,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0038134,Kenneth Walker III,RB,SEA,PIT,11.942033451969143,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0038488,Brady Russell,RB,SEA,PIT,0.3944346389177273,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_ATL_MIN,2025-09-14,00-0038542,Bijan Robinson,RB,ATL,MIN,20.633616610948096,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0038551,Kendre Miller,RB,NO,SF,4.396289899911199,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0038597,Chase Brown,RB,CIN,JAX,16.182534818252197,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0038678,Jordan Mims,RB,TEN,LA,3.8582488417270127,random_forest,v1_evaluated_2025,v1_bundle_inference
