season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,projected_fantasy_points_ppr,projection_source_model,model_bundle_version,inference_version
2025,2,2025_02_WAS_GB,2025-09-11,00-0038685,Chris Brooks,RB,GB,WAS,3.618681230942262,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0038738,Hunter Luepke,RB,DAL,NYG,2.9716723001327874,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0038797,Emanuel Wilson,RB,GB,WAS,3.6730656400516666,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0038896,Jacob Saylors,RB,DET,CHI,0.5178464287074583,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0038951,Sean Tucker,RB,TB,HOU,2.5037495494558186,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0039021,Roschon Johnson,RB,CHI,DET,4.6473076154094715,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0039040,De'Von Achane,RB,MIA,NE,13.964401352438125,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0039139,Jahmyr Gibbs,RB,DET,CHI,18.494253385378226,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0039165,Zach Charbonnet,RB,SEA,PIT,12.402926748396371,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0039299,George Holani,RB,SEA,PIT,1.6076055881797364,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0039361,Bucky Irving,RB,TB,HOU,13.98770185072151,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SF_NO,2025-09-14,00-0039363,Isaac Guerendo,RB,SF,NO,3.4550820864635874,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0039384,Tyrone Tracy Jr.,RB,NYG,DAL,11.020785389175089,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0039407,Dylan Laube,RB,LV,LAC,0.7588820903640564,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0039738,Blake Corum,RB,LA,TEN,3.0727155738167355,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0039794,Braelon Allen,RB,NYJ,BUF,5.496411349890557,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0039796,Rasheen Ali,RB,BAL,CLE,2.6728721502897974,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0039798,Isaiah Davis,RB,NYJ,BUF,4.325059331376681,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0039875,Ray Davis,RB,BUF,NYJ,3.9214584947059046,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0039921,Trey Benson,RB,ARI,CAR,8.03244517859591,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0040078,Brashard Smith,RB,KC,PHI,0.9966438133217548,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0040122,Ashton Jeanty,RB,LV,LAC,15.643545931160345,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0040142,Kaleb Johnson,RB,PIT,SEA,4.233102106211358,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0040162,Dylan Sampson,RB,CLE,BAL,16.03741864181026,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0040179,DJ Giddens,RB,IND,DEN,5.803673718732822,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0040198,Ollie Gordon II,RB,MIA,NE,5.536171292536157,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0040208,Tahj Brooks,RB,CIN,JAX,0.36196297672772143,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CHI_DET,2025-09-14,00-0040236,Kyle Monangai,RB,CHI,DET,3.930215212960699,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0040238,LeQuint Allen Jr.,RB,JAX,CIN,6.410085588730441,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0040242,Jacory Croskey-Merritt,RB,WAS,GB,11.652961578391508,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_TB_HOU,2025-09-15,00-0040583,Woody Marks,RB,HOU,TB,3.592007161792458,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CAR_ARI,2025-09-14,00-0040644,Trevor Etienne,RB,CAR,ARI,4.082705946912562,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0040649,Robbie Ouzts,RB,SEA,PIT,2.4604367161204226,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0040666,Omarion Hampton,RB,LAC,LV,11.340071629696986,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NYG_DAL,2025-09-14,00-0040715,Cam Skattebo,RB,NYG,DAL,3.2783106313681163,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_JAX_CIN,2025-09-14,00-0040719,Bhayshul Tuten,RB,JAX,CIN,2.8702343440944444,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0040730,RJ Harvey,RB,DEN,IND,7.863669241657319,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0040734,TreVeyon Henderson,RB,NE,MIA,11.218173170097705,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0040784,Quinshon Judkins,RB,CLE,BAL,2.657314517154957,random_forest,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_WAS_GB,2025-09-11,00-0030061,Zach Ertz,TE,WAS,GB,7.2916931306583646,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_PHI_KC,2025-09-14,00-0030506,Travis Kelce,TE,KC,PHI,10.749184813816653,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0032392,Austin Hooper,TE,NE,MIA,3.9898110898002717,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_NE_MIA,2025-09-14,00-0033090,Hunter Henry,TE,NE,MIA,9.92018762097668,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LA_TEN,2025-09-14,00-0033110,Tyler Higbee,TE,LA,TEN,4.233564557452854,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0033217,Mo Alie-Cox,TE,IND,DEN,2.9324534362745442,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0033576,Eric Saubert,TE,SEA,PIT,1.0400794411113345,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_SEA_PIT,2025-09-14,00-0033858,Jonnu Smith,TE,PIT,SEA,12.170744856649485,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_DEN_IND,2025-09-14,00-0033881,Evan Engram,TE,DEN,IND,7.648556966398237,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_CLE_BAL,2025-09-14,00-0033885,David Njoku,TE,CLE,BAL,11.820699888935376,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0034159,Will Dissly,TE,LAC,LV,3.847541691337137,ridge,v1_evaluated_2025,v1_bundle_inference
2025,2,2025_02_LAC_LV,2025-09-15,00-0034365,Ian Thomas,TE,LV,LAC,2.514325310987404,ridge,v1_evaluated_2025,v1_bundle_inference
