source_season,depth_source_format,season,week,game_type,dt,depth_timestamp,team,player_name,espn_id,gsis_id,roster_position,pos_grp_id,pos_grp,pos_id,pos_name,pos_abb,pos_slot,pos_rank,data_split
2021,legacy_weekly,2021,1,REG,,,ARI,Kyler Murray,,00-0035228,QB,,Offense,,QB,QB,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Byron Murphy,,00-0035236,CB,,Defense,,CB,CB,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Zach Allen,,00-0035248,DE,,Defense,,DT,DT,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Joshua Miles,,00-0035317,T,,Offense,,LT,LT,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Andy Isabella,,00-0035527,WR,,Offense,,WR,WR,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Deionte Thompson,,00-0035532,SS,,Defense,,S,S,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Michael Dogbe,,00-0035541,DE,,Defense,,DE,DE,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Jalen Thompson,,00-0035705,FS,,Defense,,S,S,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Chris Streveler,,00-0035752,QB,,Offense,,QB,QB,,3,training
2021,legacy_weekly,2021,1,REG,,,ARI,Jonathan Ward,,00-0035924,RB,,Offense,,RB,RB,,3,training
2021,legacy_weekly,2021,1,REG,,,ARI,Luq Barcoo,,00-0036101,CB,,Defense,,CB,CB,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Isaiah Simmons,,00-0036356,MLB,,Defense,,ILB,ILB,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Josh Jones,,00-0036363,G,,Offense,,RG,RG,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Leki Fotu,,00-0036371,NT,,Defense,,DT,DT,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Rashard Lawrence,,00-0036373,NT,,Defense,,NT,NT,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Eno Benjamin,,00-0036383,RB,,Offense,,"
    ","
    ",,3,training
2021,legacy_weekly,2021,1,REG,,,ARI,Eno Benjamin,,00-0036383,RB,,Special Teams,,KR,KR,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Marco Wilson,,00-0036884,CB,,Defense,,CB,CB,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Victor Dimukeje,,00-0036896,OLB,,Defense,,OLB,OLB,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Tay Gowan,,00-0036897,CB,,Defense,,CB,CB,,3,training
2021,legacy_weekly,2021,1,REG,,,ARI,Zaven Collins,,00-0036933,OLB,,Defense,,ILB,ILB,,1,training
2021,legacy_weekly,2021,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Offense,,WR,WR,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Special Teams,,KR,KR,,2,training
2021,legacy_weekly,2021,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Special Teams,,PR,PR,,2,training
2021,legacy_weekly,2021,1,REG,,,ATL,Matt Ryan,,00-0026143,QB,,Offense,,QB,QB,,1,training
2021,legacy_weekly,2021,1,REG,,,ATL,Lee Smith,,00-0028097,TE,,Offense,,TE,TE,,2,training
2021,legacy_weekly,2021,1,REG,,,ATL,Josh Harris,,00-0028845,LS,,Special Teams,,LS,LS,,1,training
2021,legacy_weekly,2021,1,REG,,,ATL,Duron Harmon,,00-0030383,SS,,Defense,,S,S,,1,training
2021,legacy_weekly,2021,1,REG,,,ATL,Steven Means,,00-0030387,OLB,,Defense,,OLB,OLB,,1,training
2021,legacy_weekly,2021,1,REG,,,ATL,Cordarrelle Patterson,,00-0030578,RB,,Offense,,RB,RB,,2,training
2021,legacy_weekly,2021,1,REG,,,ATL,Cordarrelle Patterson,,00-0030578,RB,,Special Teams,,KOR,KOR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Andy Lee,,00-0022824,P,,Special Teams,,H,H,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Andy Lee,,00-0022824,P,,Special Teams,,P,P,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Matt Prater,,00-0023853,K,,Special Teams,,K,K,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,A.J. Green,,00-0027942,WR,,Offense,,WR,WR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,J.J. Watt,,00-0027949,DE,,Defense,,DE,DE,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Rodney Hudson,,00-0027993,C,,Offense,,C,C,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Aaron Brewer,,00-0028946,LS,,Special Teams,,LS,LS,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Kelvin Beachum,,00-0029316,T,,Offense,,RT,RT,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Zach Ertz,,00-0030061,TE,,Offense,,TE,TE,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Justin Pugh,,00-0030585,G,,Offense,,LG,LG,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Devon Kennard,,00-0031241,OLB,,Defense,,OLB,OLB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Maxx Williams,,00-0031558,TE,,Offense,,TE,TE,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Markus Golden,,00-0032127,OLB,,Defense,,OLB,OLB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,D.J. Humphries,,00-0032222,T,,Offense,,LT,LT,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Stephen Anderson,,00-0032725,TE,,Offense,,"
    ","
    ",,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Nick Vigil,,00-0032892,ILB,,Defense,,ILB,ILB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Sean Harlow,,00-0033511,C,,Offense,,C,C,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,James Conner,,00-0033553,RB,,Offense,,RB,RB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Tanner Vallejo,,00-0033580,ILB,,Defense,,ILB,ILB,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Budda Baker,,00-0033890,SS,,Defense,,S,S,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Ben Niemann,,00-0034296,ILB,,Defense,,ILB,ILB,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Darrel Williams,,00-0034301,RB,,Offense,,RB,RB,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Will Hernandez,,00-0034346,G,,Offense,,RG,RG,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Dennis Gardeck,,00-0034473,OLB,,Defense,,OLB,OLB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Ezekiel Turner,,00-0034490,ILB,,Defense,,ILB,ILB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Trace McSorley,,00-0035146,QB,,Offense,,QB,QB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Kyler Murray,,00-0035228,QB,,Offense,,QB,QB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Byron Murphy,,00-0035236,CB,,Defense,,CB,CB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Zach Allen,,00-0035248,DE,,Defense,,DT,DT,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Jonathan Ledbetter,,00-0035343,DE,,Defense,,DT,DT,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Offense,,WR,WR,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Special Teams,,PR,PR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Andy Isabella,,00-0035527,WR,,Offense,,WR,WR,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Deionte Thompson,,00-0035532,SS,,Defense,,S,S,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Michael Dogbe,,00-0035541,DE,,Defense,,DE,DE,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Marquise Brown,,00-0035662,WR,,Offense,,WR,WR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Trayvon Mullen,,00-0035695,CB,,Defense,,CB,CB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Jalen Thompson,,00-0035705,FS,,Defense,,S,S,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Jonathan Ward,,00-0035924,RB,,Offense,,"
    ","
    ",,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Jonathan Ward,,00-0035924,RB,,Special Teams,,KR,KR,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Isaiah Simmons,,00-0036356,MLB,,Defense,,ILB,ILB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Josh Jones,,00-0036363,G,,Offense,,LT,LT,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Josh Jones,,00-0036363,G,,Offense,,RT,RT,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Leki Fotu,,00-0036371,NT,,Defense,,NT,NT,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Rashard Lawrence,,00-0036373,NT,,Defense,,NT,NT,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Eno Benjamin,,00-0036383,RB,,Offense,,RB,RB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Eno Benjamin,,00-0036383,RB,,Special Teams,,KR,KR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Marco Wilson,,00-0036884,CB,,Defense,,CB,CB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Victor Dimukeje,,00-0036896,OLB,,Defense,,OLB,OLB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Zaven Collins,,00-0036933,OLB,,Defense,,ILB,ILB,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Offense,,WR,WR,,1,training
2022,legacy_weekly,2022,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Offense,,WR,WR,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Special Teams,,PR,PR,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Keaontay Ingram,,00-0037299,RB,,Offense,,"
    ","
    ",,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Lecitus Smith,,00-0037308,C,,Offense,,C,C,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Trey McBride,,00-0037744,TE,,Offense,,TE,TE,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Christian Matthew,,00-0037747,CB,,Defense,,CB,CB,,2,training
2022,legacy_weekly,2022,1,REG,,,ARI,Myjai Sanders,,00-0037751,OLB,,Defense,,OLB,OLB,,3,training
2022,legacy_weekly,2022,1,REG,,,ARI,Cameron Thomas,,00-0037815,OLB,,Defense,,OLB,OLB,,3,training
2022,legacy_weekly,2022,1,REG,,,ATL,Casey Hayward,,00-0029261,CB,,Defense,,CB,CB,,1,training
2022,legacy_weekly,2022,1,REG,,,ATL,Cordarrelle Patterson,,00-0030578,RB,,Offense,,RB,RB,,1,training
2022,legacy_weekly,2022,1,REG,,,ATL,Damien Williams,,00-0030874,RB,,Offense,,RB,RB,,2,training
2022,legacy_weekly,2022,1,REG,,,ATL,Keith Smith,,00-0030968,FB,,Offense,,FB,FB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Matt Prater,,00-0023853,K,,Special Teams,,K,K,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Aaron Brewer,,00-0028946,LS,,Special Teams,,LS,LS,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Kelvin Beachum,,00-0029316,T,,Offense,,RT,RT,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Zach Ertz,,00-0030061,TE,,Offense,,TE,TE,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Geoff Swaim,,00-0032141,TE,,Offense,,TE,TE,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,D.J. Humphries,,00-0032222,T,,Offense,,LT,LT,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Antonio Hamilton,,00-0032933,CB,,Defense,,CB,CB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Zach Pascal,,00-0033251,WR,,Offense,,WR,WR,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,James Conner,,00-0033553,RB,,Offense,,RB,RB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Carlos Watkins,,00-0033563,DE,,Defense,,DE,DE,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Elijah Wilkinson,,00-0033676,G,,Offense,,LG,LG,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Budda Baker,,00-0033890,SS,,Defense,,S,S,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Joshua Dobbs,,00-0033949,QB,,Offense,,QB,QB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Will Hernandez,,00-0034346,G,,Offense,,RG,RG,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Kyzir White,,00-0034375,ILB,,Defense,,ILB,ILB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Dennis Gardeck,,00-0034473,OLB,,Defense,,OLB,OLB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Ezekiel Turner,,00-0034490,ILB,,Defense,,ILB,ILB,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Andre Chachere,,00-0034623,SS,,Defense,,S,S,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Josh Woods,,00-0034801,ILB,,Defense,,ILB,ILB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Jackson Barton,,00-0035003,T,,Offense,,LT,LT,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Kris Boyd,,00-0035150,CB,,Defense,,CB,CB,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Hjalte Froholdt,,00-0035258,C,,Offense,,C,C,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Kevin Strong,,00-0035334,NT,,Defense,,NT,NT,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Jonathan Ledbetter,,00-0035343,DE,,Defense,,DE,DE,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Offense,,WR,WR,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Special Teams,,KR,KR,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Special Teams,,PR,PR,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,L.J. Collier,,00-0035636,DE,,Defense,,DE,DE,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Marquise Brown,,00-0035662,WR,,Offense,,WR,WR,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Jalen Thompson,,00-0035705,FS,,Defense,,S,S,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Carter O'Donnell,,00-0035853,T,,Offense,,LT,LT,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Krys Barnes,,00-0035961,ILB,,Defense,,ILB,ILB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Trystan Colon,,00-0035992,C,,Offense,,C,C,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Keith Ismael,,00-0036342,G,,Offense,,RG,RG,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Leki Fotu,,00-0036371,NT,,Defense,,NT,NT,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,K'Von Wallace,,00-0036395,FS,,Defense,,S,S,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Nolan Cooney,,00-0036539,P,,Special Teams,,H,H,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Nolan Cooney,,00-0036539,P,,Special Teams,,P,P,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Marco Wilson,,00-0036884,CB,,Defense,,CB,CB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Victor Dimukeje,,00-0036896,OLB,,Defense,,OLB,OLB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Zaven Collins,,00-0036933,OLB,,Defense,,OLB,OLB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Rondale Moore,,00-0036936,WR,,Offense,,WR,WR,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Keaontay Ingram,,00-0037299,RB,,Offense,,RB,RB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Jesse Luketa,,00-0037330,OLB,,Defense,,OLB,OLB,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Trey McBride,,00-0037744,TE,,Offense,,TE,TE,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Christian Matthew,,00-0037747,CB,,Defense,,CB,CB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Cameron Thomas,,00-0037815,OLB,,Defense,,OLB,OLB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Paris Johnson,,00-0038540,T,,Offense,,RT,RT,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Michael Wilson,,00-0038559,WR,,Offense,,WR,WR,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Clayton Tune,,00-0038582,QB,,Offense,,QB,QB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Owen Pappoe,,00-0038600,ILB,,Defense,,ILB,ILB,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Dante Stills,,00-0038623,DE,,Defense,,DE,DE,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Starling Thomas,,00-0038663,CB,,Defense,,CB,CB,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Emari Demercado,,00-0038705,RB,,Offense,,RB,RB,,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,Ilm Manning,,00-0038880,G,,Offense,,LG,LG,,2,training
2023,legacy_weekly,2023,1,REG,,,ARI,Kei'Trel Clark,,00-0038984,CB,,Defense,,CB,CB,,1,training
2023,legacy_weekly,2023,1,REG,,,ARI,Elijah Higgins,,00-0039041,TE,,Offense,,"
    ","
    ",,3,training
2023,legacy_weekly,2023,1,REG,,,ARI,B.J. Ojulari,,00-0039155,OLB,,Defense,,OLB,OLB,,3,training
2023,legacy_weekly,2023,1,REG,,,ATL,Calais Campbell,,00-0026190,DE,,Defense,,DL,DL,,1,training
2023,legacy_weekly,2023,1,REG,,,ATL,Cordarrelle Patterson,,00-0030578,RB,,Offense,,J,J,,1,training
2023,legacy_weekly,2023,1,REG,,,ATL,Cordarrelle Patterson,,00-0030578,RB,,Special Teams,,KR,KR,,1,training
2023,legacy_weekly,2023,1,REG,,,ATL,Keith Smith,,00-0030968,FB,,Offense,,FB,FB,,1,training
2023,legacy_weekly,2023,1,REG,,,ATL,Keith Smith,,00-0030968,FB,,Offense,,TE,TE,,2,training
2024,legacy_weekly,2024,1,REG,,,ARI,Matt Prater,,00-0023853,K,,Special Teams,,K,K,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Aaron Brewer,,00-0028946,LS,,Special Teams,,LS,LS,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Kelvin Beachum,,00-0029316,T,,Offense,,LT,LT,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Kelvin Beachum,,00-0029316,T,,Offense,,RT,RT,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Chris Moore,,00-0032398,WR,,Offense,,WR,WR,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Zach Pascal,,00-0033251,WR,,Offense,,WR,WR,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,James Conner,,00-0033553,RB,,Offense,,RB,RB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Budda Baker,,00-0033890,SS,,Defense,,S,S,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Will Hernandez,,00-0034346,G,,Offense,,RG,RG,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Kyzir White,,00-0034375,ILB,,Defense,,ILB,ILB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Bilal Nichols,,00-0034387,DT,,Defense,,DT,DT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Dennis Gardeck,,00-0034473,OLB,,Defense,,OLB,OLB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Evan Brown,,00-0034495,C,,Offense,,LG,LG,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Justin Jones,,00-0034677,DT,,Defense,,DT,DT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Mack Wilson,,00-0035144,ILB,,Defense,,ILB,ILB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Kyler Murray,,00-0035228,QB,,Offense,,QB,QB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Sean Murphy-Bunting,,00-0035239,CB,,Defense,,CB,CB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Hjalte Froholdt,,00-0035258,C,,Offense,,C,C,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Offense,,WR,WR,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Special Teams,,KR,KR,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Greg Dortch,,00-0035500,WR,,Special Teams,,PR,PR,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Jonah Williams,,00-0035629,T,,Offense,,RT,RT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,L.J. Collier,,00-0035636,DT,,Defense,,DT,DT,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Jalen Thompson,,00-0035705,FS,,Defense,,S,S,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Blake Gillikin,,00-0035859,P,,Special Teams,,H,H,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Blake Gillikin,,00-0035859,P,,Special Teams,,P,P,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Krys Barnes,,00-0035961,ILB,,Defense,,ILB,ILB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Trystan Colon,,00-0035992,C,,Offense,,RG,RG,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,DeeJay Dallas,,00-0036425,RB,,Offense,,"
    ","
    ",,3,validation
2024,legacy_weekly,2024,1,REG,,,ARI,DeeJay Dallas,,00-0036425,RB,,Special Teams,,KR,KR,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,DeeJay Dallas,,00-0036425,RB,,Special Teams,,PR,PR,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Roy Lopez,,00-0036568,NT,,Defense,,NT,NT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Victor Dimukeje,,00-0036896,OLB,,Defense,,OLB,OLB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Khyiris Tonga,,00-0036909,NT,,Defense,,NT,NT,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Zaven Collins,,00-0036933,OLB,,Defense,,OLB,OLB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Darren Hall,,00-0036956,FS,,Defense,,CB,CB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Joey Blount,,00-0037141,FS,,Defense,,S,S,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Jesse Luketa,,00-0037330,OLB,,Defense,,OLB,OLB,,3,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Trey McBride,,00-0037744,TE,,Offense,,TE,TE,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Travis Vokolek,,00-0038456,TE,,Offense,,"
    ","
    ",,3,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Paris Johnson,,00-0038540,T,,Offense,,LT,LT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Michael Wilson,,00-0038559,WR,,Offense,,WR,WR,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Jon Gaines,,00-0038571,G,,Offense,,C,C,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Clayton Tune,,00-0038582,QB,,Offense,,QB,QB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Owen Pappoe,,00-0038600,ILB,,Defense,,ILB,ILB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Dante Stills,,00-0038623,DT,,Defense,,DT,DT,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Starling Thomas,,00-0038663,CB,,Defense,,CB,CB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Emari Demercado,,00-0038705,RB,,Offense,,RB,RB,,3,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Kei'Trel Clark,,00-0038984,CB,,Defense,,CB,CB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Garrett Williams,,00-0039007,CB,,Defense,,CB,CB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Elijah Higgins,,00-0039041,TE,,Offense,,TE,TE,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Xavier Thomas,,00-0039367,OLB,,Defense,,OLB,OLB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Xavier Weaver,,00-0039521,WR,,Offense,,WR,WR,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Tip Reiman,,00-0039737,TE,,Offense,,TE,TE,,3,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Max Melton,,00-0039807,CB,,Defense,,CB,CB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Isaiah Adams,,00-0039808,G,,Offense,,LG,LG,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Marvin Harrison,,00-0039849,WR,,Offense,,WR,WR,,1,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Dadrion Taylor-Demerson,,00-0039864,FS,,Defense,,S,S,,2,validation
2024,legacy_weekly,2024,1,REG,,,ARI,Trey Benson,,00-0039921,RB,,Offense,,RB,RB,,2,validation
2024,legacy_weekly,2024,1,REG,,,ATL,Kirk Cousins,,00-0029604,QB,,Offense,,QB,QB,,1,validation
2024,legacy_weekly,2024,1,REG,,,ATL,Jake Matthews,,00-0031279,T,,Offense,,LT,LT,,1,validation
2024,legacy_weekly,2024,1,REG,,,ATL,Eddie Goldman,,00-0031551,NT,,Defense,,DL,DL,,3,validation
2024,legacy_weekly,2024,1,REG,,,ATL,Grady Jarrett,,00-0031583,DT,,Defense,,DL,DL,,1,validation
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jaylon Jones,4241278,,,16,Base 4-3 D,18,Left Cornerback,LCB,8,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Oscar Cardenas,4426857,,,21,3WR 1TE,7,Tight End,TE,10,6,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Nate McCollum,4432387,,,21,3WR 1TE,1,Wide Receiver,WR,2,11,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Calais Campbell,11284,00-0026190,,16,Base 4-3 D,24,Left Defensive Tackle,LDT,2,2,test
