season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,field_goals_made,field_goals_attempted,field_goals_missed,field_goals_blocked,field_goals_made_0_19,field_goals_made_20_29,field_goals_made_30_39,field_goals_made_40_49,field_goals_made_50_59,field_goals_made_60_plus,extra_points_made,extra_points_attempted,extra_points_missed,extra_points_blocked,espn_fantasy_points,yahoo_fantasy_points
2025,17,2025_17_HOU_LAC,2025-12-27,00-0037224,Cameron Dicker,K,LAC,HOU,1,2,1,0,0,1,0,0,0,0,1,2,1,0,3.0,4.0
2025,17,2025_17_JAX_IND,2025-12-28,00-0038905,Blake Grupe,K,IND,JAX,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,17,2025_17_JAX_IND,2025-12-28,00-0039409,Cam Little,K,JAX,IND,3,3,0,0,0,0,1,1,1,0,2,2,0,0,14.0,14.0
2025,17,2025_17_LA_ATL,2025-12-29,00-0033862,Zane Gonzalez,K,ATL,LA,2,3,0,1,0,0,0,0,2,0,3,3,0,0,13.0,13.0
2025,17,2025_17_LA_ATL,2025-12-29,00-0039498,Harrison Mevis,K,LA,ATL,1,1,0,0,0,0,1,0,0,0,3,3,0,0,6.0,6.0
2025,17,2025_17_NE_NYJ,2025-12-28,00-0040200,Andy Borregales,K,NE,NYJ,0,1,1,0,0,0,0,0,0,0,6,6,0,0,5.0,6.0
2025,17,2025_17_NE_NYJ,2025-12-28,00-0025565,Nick Folk,K,NYJ,NE,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4.0,4.0
2025,17,2025_17_NO_TEN,2025-12-28,00-0039229,Charlie Smyth,K,NO,TEN,2,3,1,0,0,0,0,0,2,0,4,4,0,0,13.0,14.0
2025,17,2025_17_NO_TEN,2025-12-28,00-0035192,Joey Slye,K,TEN,NO,4,4,0,0,0,1,1,0,2,0,2,2,0,0,18.0,18.0
2025,17,2025_17_NYG_LV,2025-12-28,00-0034161,Daniel Carlson,K,LV,NYG,1,1,0,0,0,0,0,1,0,0,1,1,0,0,5.0,5.0
2025,17,2025_17_NYG_LV,2025-12-28,00-0040530,Ben Sauls,K,NYG,LV,2,2,0,0,0,1,1,0,0,0,4,4,0,0,10.0,10.0
2025,17,2025_17_PHI_BUF,2025-12-28,00-0034084,Mike Badgley,K,BUF,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0
2025,17,2025_17_PHI_BUF,2025-12-28,00-0033787,Jake Elliott,K,PHI,BUF,2,2,0,0,0,1,0,1,0,0,1,1,0,0,8.0,8.0
2025,17,2025_17_PIT_CLE,2025-12-28,00-0038428,Andre Szmyt,K,CLE,PIT,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,17,2025_17_PIT_CLE,2025-12-28,00-0031136,Chris Boswell,K,PIT,CLE,2,3,1,0,0,0,0,2,0,0,0,0,0,0,7.0,8.0
2025,17,2025_17_SEA_CAR,2025-12-28,00-0040279,Ryan Fitzgerald,K,CAR,SEA,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4.0,4.0
2025,17,2025_17_SEA_CAR,2025-12-28,00-0031492,Jason Myers,K,SEA,CAR,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
2025,17,2025_17_TB_MIA,2025-12-28,00-0036816,Riley Patterson,K,MIA,TB,2,2,0,0,0,1,1,0,0,0,2,2,0,0,8.0,8.0
2025,17,2025_17_TB_MIA,2025-12-28,00-0035358,Chase McLaughlin,K,TB,MIA,1,2,0,1,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,18,2025_18_ARI_LA,2026-01-04,00-0038567,Chad Ryland,K,ARI,LA,2,2,0,0,0,0,0,1,1,0,2,2,0,0,11.0,11.0
2025,18,2025_18_ARI_LA,2026-01-04,00-0039498,Harrison Mevis,K,LA,ARI,3,3,0,0,0,0,1,2,0,0,4,4,0,0,15.0,15.0
2025,18,2025_18_BAL_PIT,2026-01-04,00-0040074,Tyler Loop,K,BAL,PIT,1,2,1,0,0,0,0,1,0,0,3,3,0,0,6.0,7.0
2025,18,2025_18_BAL_PIT,2026-01-04,00-0031136,Chris Boswell,K,PIT,BAL,2,2,0,0,0,1,0,0,1,0,2,3,0,1,10.0,10.0
2025,18,2025_18_CAR_TB,2026-01-03,00-0040279,Ryan Fitzgerald,K,CAR,TB,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1.0,2.0
2025,18,2025_18_CAR_TB,2026-01-03,00-0035358,Chase McLaughlin,K,TB,CAR,3,4,0,1,0,1,1,1,0,0,1,1,0,0,11.0,11.0
2025,18,2025_18_CLE_CIN,2026-01-04,00-0036854,Evan McPherson,K,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0
2025,18,2025_18_CLE_CIN,2026-01-04,00-0038428,Andre Szmyt,K,CLE,CIN,2,2,0,0,0,1,0,1,0,0,2,2,0,0,9.0,9.0
2025,18,2025_18_DAL_NYG,2026-01-04,00-0037692,Brandon Aubrey,K,DAL,NYG,1,2,1,0,0,1,0,0,0,0,2,2,0,0,4.0,5.0
2025,18,2025_18_DAL_NYG,2026-01-04,00-0040530,Ben Sauls,K,NYG,DAL,4,4,0,0,0,1,2,1,0,0,2,2,0,0,15.0,15.0
2025,18,2025_18_DET_CHI,2026-01-04,00-0031203,Cairo Santos,K,CHI,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2025,18,2025_18_DET_CHI,2026-01-04,00-0039172,Jake Bates,K,DET,CHI,4,5,1,0,0,1,2,1,0,0,1,1,0,0,13.0,14.0
2025,18,2025_18_GB_MIN,2026-01-04,00-0029822,Brandon McManus,K,GB,MIN,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0
2025,18,2025_18_GB_MIN,2026-01-04,00-0039404,Will Reichard,K,MIN,GB,3,3,0,0,0,1,1,1,0,0,1,1,0,0,11.0,11.0
2025,18,2025_18_IND_HOU,2026-01-04,00-0032726,Ka'imi Fairbairn,K,HOU,IND,6,6,0,0,0,1,0,4,1,0,2,2,0,0,26.0,26.0
2025,18,2025_18_IND_HOU,2026-01-04,00-0038905,Blake Grupe,K,IND,HOU,3,3,0,0,0,1,1,0,1,0,3,3,0,0,14.0,14.0
2025,18,2025_18_KC_LV,2026-01-04,00-0033303,Harrison Butker,K,KC,LV,4,4,0,0,0,0,1,3,0,0,0,0,0,0,15.0,15.0
2025,18,2025_18_KC_LV,2026-01-04,00-0034161,Daniel Carlson,K,LV,KC,4,4,0,0,0,1,1,0,1,1,0,0,0,0,17.0,16.0
2025,18,2025_18_LAC_DEN,2026-01-04,00-0032569,Wil Lutz,K,DEN,LAC,4,4,0,0,0,3,0,1,0,0,1,1,0,0,14.0,14.0
2025,18,2025_18_LAC_DEN,2026-01-04,00-0037224,Cameron Dicker,K,LAC,DEN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0
2025,18,2025_18_MIA_NE,2026-01-04,00-0036816,Riley Patterson,K,MIA,NE,1,1,0,0,0,0,0,0,1,0,1,1,0,0,6.0,6.0
2025,18,2025_18_MIA_NE,2026-01-04,00-0040200,Andy Borregales,K,NE,MIA,1,2,0,1,0,0,0,0,1,0,5,5,0,0,10.0,10.0
2025,18,2025_18_NO_ATL,2026-01-04,00-0033862,Zane Gonzalez,K,ATL,NO,4,4,0,0,0,0,2,1,1,0,1,1,0,0,16.0,16.0
2025,18,2025_18_NO_ATL,2026-01-04,00-0039229,Charlie Smyth,K,NO,ATL,1,2,1,0,0,1,0,0,0,0,2,2,0,0,4.0,5.0
2025,18,2025_18_NYJ_BUF,2026-01-04,00-0023853,Matt Prater,K,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,18,2025_18_SEA_SF,2026-01-03,00-0031492,Jason Myers,K,SEA,SF,2,4,2,0,0,0,1,1,0,0,1,1,0,0,6.0,8.0
2025,18,2025_18_SEA_SF,2026-01-03,00-0034173,Eddy Pineiro,K,SF,SEA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0
2025,18,2025_18_TEN_JAX,2026-01-04,00-0039409,Cam Little,K,JAX,TEN,2,2,0,0,0,0,0,0,1,1,5,5,0,0,16.0,15.0
2025,18,2025_18_TEN_JAX,2026-01-04,00-0035192,Joey Slye,K,TEN,JAX,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.0,1.0
2025,18,2025_18_WAS_PHI,2026-01-04,00-0033787,Jake Elliott,K,PHI,WAS,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,18,2025_18_WAS_PHI,2026-01-04,00-0038562,Jake Moody,K,WAS,PHI,1,2,1,0,0,0,0,0,1,0,3,3,0,0,7.0,8.0
