season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,field_goals_made,field_goals_attempted,field_goals_missed,field_goals_blocked,field_goals_made_0_19,field_goals_made_20_29,field_goals_made_30_39,field_goals_made_40_49,field_goals_made_50_59,field_goals_made_60_plus,extra_points_made,extra_points_attempted,extra_points_missed,extra_points_blocked,espn_fantasy_points,yahoo_fantasy_points
2025,1,2025_01_ARI_NO,2025-09-07,00-0038567,Chad Ryland,K,ARI,NO,2,3,0,1,0,0,0,1,1,0,2,2,0,0,11.0,11.0
2025,1,2025_01_ARI_NO,2025-09-07,00-0038905,Blake Grupe,K,NO,ARI,2,3,1,0,0,1,1,0,0,0,1,1,0,0,6.0,7.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0040074,Tyler Loop,K,BAL,BUF,2,2,0,0,0,0,0,1,1,0,4,5,1,0,13.0,13.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0023853,Matt Prater,K,BUF,BAL,3,3,0,0,0,1,1,1,0,0,2,2,0,0,12.0,12.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040279,Ryan Fitzgerald,K,CAR,JAX,1,1,0,0,0,0,0,1,0,0,1,1,0,0,5.0,5.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039409,Cam Little,K,JAX,CAR,4,4,0,0,0,1,2,1,0,0,2,2,0,0,15.0,15.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0036854,Evan McPherson,K,CIN,CLE,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038428,Andre Szmyt,K,CLE,CIN,1,2,1,0,0,0,0,1,0,0,1,2,1,0,4.0,5.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037692,Brandon Aubrey,K,DAL,PHI,2,2,0,0,0,0,0,1,1,0,2,2,0,0,11.0,11.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0033787,Jake Elliott,K,PHI,DAL,1,1,0,0,0,0,0,0,1,0,3,3,0,0,8.0,8.0
2025,1,2025_01_DET_GB,2025-09-07,00-0039172,Jake Bates,K,DET,GB,2,2,0,0,0,1,1,0,0,0,1,1,0,0,7.0,7.0
2025,1,2025_01_DET_GB,2025-09-07,00-0029822,Brandon McManus,K,GB,DET,2,2,0,0,0,0,2,0,0,0,3,3,0,0,9.0,9.0
2025,1,2025_01_HOU_LA,2025-09-07,00-0032726,Ka'imi Fairbairn,K,HOU,LA,3,3,0,0,0,0,0,1,2,0,0,0,0,0,14.0,14.0
2025,1,2025_01_HOU_LA,2025-09-07,00-0039750,Joshua Karty,K,LA,HOU,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2.0,2.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0033303,Harrison Butker,K,KC,LAC,3,3,0,0,0,1,1,0,1,0,0,1,1,0,11.0,11.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0037224,Cameron Dicker,K,LAC,KC,2,2,0,0,0,0,2,0,0,0,3,3,0,0,9.0,9.0
2025,1,2025_01_LV_NE,2025-09-07,00-0034161,Daniel Carlson,K,LV,NE,2,3,1,0,0,0,0,1,1,0,2,2,0,0,10.0,11.0
2025,1,2025_01_LV_NE,2025-09-07,00-0040200,Andy Borregales,K,NE,LV,2,3,1,0,0,0,1,1,0,0,1,1,0,0,7.0,8.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0039576,Spencer Shrader,K,IND,MIA,4,4,0,0,0,2,1,1,0,0,3,3,0,0,16.0,16.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0036816,Riley Patterson,K,MIA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0031203,Cairo Santos,K,CHI,MIN,1,2,1,0,0,0,0,1,0,0,3,3,0,0,6.0,7.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0039404,Will Reichard,K,MIN,CHI,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,1,2025_01_NYG_WAS,2025-09-07,00-0026858,Graham Gano,K,NYG,WAS,2,2,0,0,0,1,0,0,1,0,0,0,0,0,8.0,8.0
2025,1,2025_01_NYG_WAS,2025-09-07,00-0035269,Matt Gay,K,WAS,NYG,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,1,2025_01_PIT_NYJ,2025-09-07,00-0025565,Nick Folk,K,NYJ,PIT,2,2,0,0,0,0,1,0,1,0,2,2,0,0,10.0,10.0
2025,1,2025_01_PIT_NYJ,2025-09-07,00-0031136,Chris Boswell,K,PIT,NYJ,2,2,0,0,0,0,0,0,1,1,4,4,0,0,15.0,14.0
2025,1,2025_01_SF_SEA,2025-09-07,00-0031492,Jason Myers,K,SEA,SF,2,2,0,0,0,0,1,1,0,0,1,1,0,0,8.0,8.0
2025,1,2025_01_SF_SEA,2025-09-07,00-0038562,Jake Moody,K,SF,SEA,1,3,1,1,0,0,1,0,0,0,2,2,0,0,4.0,5.0
2025,1,2025_01_TB_ATL,2025-09-07,00-0033702,Younghoe Koo,K,ATL,TB,2,3,1,0,0,0,1,1,0,0,2,2,0,0,8.0,9.0
2025,1,2025_01_TB_ATL,2025-09-07,00-0035358,Chase McLaughlin,K,TB,ATL,1,2,1,0,0,0,0,1,0,0,2,3,1,0,5.0,6.0
2025,1,2025_01_TEN_DEN,2025-09-07,00-0032569,Wil Lutz,K,DEN,TEN,2,2,0,0,0,0,2,0,0,0,2,2,0,0,8.0,8.0
2025,1,2025_01_TEN_DEN,2025-09-07,00-0035192,Joey Slye,K,TEN,DEN,4,4,0,0,0,0,2,1,1,0,0,0,0,0,15.0,15.0
2025,2,2025_02_ATL_MIN,2025-09-14,00-0037542,John Parker Romo,K,ATL,MIN,5,5,0,0,0,1,3,0,1,0,1,1,0,0,18.0,18.0
2025,2,2025_02_ATL_MIN,2025-09-14,00-0039404,Will Reichard,K,MIN,ATL,2,2,0,0,0,0,1,0,1,0,0,0,0,0,8.0,8.0
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0023853,Matt Prater,K,BUF,NYJ,3,3,0,0,0,1,1,0,1,0,3,3,0,0,14.0,14.0
2025,2,2025_02_BUF_NYJ,2025-09-14,00-0025565,Nick Folk,K,NYJ,BUF,1,1,0,0,0,0,0,0,1,0,1,1,0,0,6.0,6.0
2025,2,2025_02_CAR_ARI,2025-09-14,00-0038567,Chad Ryland,K,ARI,CAR,2,2,0,0,0,1,0,1,0,0,3,3,0,0,10.0,10.0
2025,2,2025_02_CAR_ARI,2025-09-14,00-0040279,Ryan Fitzgerald,K,CAR,ARI,1,1,0,0,0,1,0,0,0,0,1,1,0,0,4.0,4.0
2025,2,2025_02_CHI_DET,2025-09-14,00-0031203,Cairo Santos,K,CHI,DET,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,2,2025_02_CHI_DET,2025-09-14,00-0039172,Jake Bates,K,DET,CHI,1,2,1,0,0,0,1,0,0,0,7,7,0,0,9.0,10.0
2025,2,2025_02_CLE_BAL,2025-09-14,00-0040074,Tyler Loop,K,BAL,CLE,2,2,0,0,0,0,1,1,0,0,5,5,0,0,12.0,12.0
2025,2,2025_02_CLE_BAL,2025-09-14,00-0038428,Andre Szmyt,K,CLE,BAL,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,2,2025_02_DEN_IND,2025-09-14,00-0032569,Wil Lutz,K,DEN,IND,0,1,1,0,0,0,0,0,0,0,4,4,0,0,3.0,4.0
2025,2,2025_02_DEN_IND,2025-09-14,00-0039576,Spencer Shrader,K,IND,DEN,5,5,0,0,0,2,2,1,0,0,2,2,0,0,18.0,18.0
2025,2,2025_02_JAX_CIN,2025-09-14,00-0036854,Evan McPherson,K,CIN,JAX,1,1,0,0,0,0,1,0,0,0,4,4,0,0,7.0,7.0
2025,2,2025_02_JAX_CIN,2025-09-14,00-0039409,Cam Little,K,JAX,CIN,2,2,0,0,0,1,0,1,0,0,3,3,0,0,10.0,10.0
2025,2,2025_02_LAC_LV,2025-09-15,00-0037224,Cameron Dicker,K,LAC,LV,2,2,0,0,0,1,1,0,0,0,2,2,0,0,8.0,8.0
2025,2,2025_02_LAC_LV,2025-09-15,00-0034161,Daniel Carlson,K,LV,LAC,3,3,0,0,0,0,1,1,1,0,0,0,0,0,12.0,12.0
2025,2,2025_02_LA_TEN,2025-09-14,00-0039750,Joshua Karty,K,LA,TEN,2,2,0,0,0,2,0,0,0,0,3,4,0,1,9.0,9.0
2025,2,2025_02_LA_TEN,2025-09-14,00-0035192,Joey Slye,K,TEN,LA,4,4,0,0,0,0,2,0,2,0,1,1,0,0,17.0,17.0
2025,2,2025_02_NE_MIA,2025-09-14,00-0036816,Riley Patterson,K,MIA,NE,2,2,0,0,0,0,0,2,0,0,3,3,0,0,11.0,11.0
2025,2,2025_02_NE_MIA,2025-09-14,00-0040200,Andy Borregales,K,NE,MIA,2,2,0,0,0,1,0,0,1,0,1,3,2,0,9.0,9.0
2025,2,2025_02_NYG_DAL,2025-09-14,00-0037692,Brandon Aubrey,K,DAL,NYG,4,4,0,0,0,0,0,2,1,1,4,4,0,0,23.0,22.0
2025,2,2025_02_NYG_DAL,2025-09-14,00-0026858,Graham Gano,K,NYG,DAL,3,3,0,0,0,0,3,0,0,0,4,4,0,0,13.0,13.0
2025,2,2025_02_PHI_KC,2025-09-14,00-0033303,Harrison Butker,K,KC,PHI,1,2,1,0,0,0,0,0,1,0,2,2,0,0,6.0,7.0
2025,2,2025_02_PHI_KC,2025-09-14,00-0033787,Jake Elliott,K,PHI,KC,2,2,0,0,0,0,0,0,2,0,2,2,0,0,12.0,12.0
2025,2,2025_02_SEA_PIT,2025-09-14,00-0031136,Chris Boswell,K,PIT,SEA,3,3,0,0,0,0,0,3,0,0,0,0,0,0,12.0,12.0
2025,2,2025_02_SEA_PIT,2025-09-14,00-0031492,Jason Myers,K,SEA,PIT,1,2,1,0,0,0,0,0,1,0,4,4,0,0,8.0,9.0
2025,2,2025_02_SF_NO,2025-09-14,00-0038905,Blake Grupe,K,NO,SF,0,1,1,0,0,0,0,0,0,0,3,3,0,0,2.0,3.0
2025,2,2025_02_SF_NO,2025-09-14,00-0034173,Eddy Pineiro,K,SF,NO,2,2,0,0,0,0,0,2,0,0,2,3,1,0,10.0,10.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0032726,Ka'imi Fairbairn,K,HOU,TB,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0035358,Chase McLaughlin,K,TB,HOU,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1.0,2.0
2025,2,2025_02_WAS_GB,2025-09-11,00-0029822,Brandon McManus,K,GB,WAS,2,3,1,0,0,1,0,0,1,0,3,3,0,0,10.0,11.0
2025,2,2025_02_WAS_GB,2025-09-11,00-0035269,Matt Gay,K,WAS,GB,1,3,2,0,0,0,0,0,1,0,1,1,0,0,4.0,6.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0038567,Chad Ryland,K,ARI,SF,2,3,1,0,0,1,1,0,0,0,1,1,0,0,6.0,7.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0034173,Eddy Pineiro,K,SF,ARI,3,3,0,0,0,0,2,0,1,0,1,1,0,0,12.0,12.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0037542,John Parker Romo,K,ATL,CAR,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-2.0,0.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040279,Ryan Fitzgerald,K,CAR,ATL,3,3,0,0,0,0,1,1,1,0,3,3,0,0,15.0,15.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0036854,Evan McPherson,K,CIN,MIN,1,1,0,0,0,0,0,1,0,0,1,1,0,0,5.0,5.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0039404,Will Reichard,K,MIN,CIN,2,2,0,0,0,0,1,0,0,1,6,6,0,0,15.0,14.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0031203,Cairo Santos,K,CHI,DAL,1,1,0,0,0,0,1,0,0,0,4,4,0,0,7.0,7.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0037692,Brandon Aubrey,K,DAL,CHI,2,2,0,0,0,0,1,0,1,0,0,0,0,0,8.0,8.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0032569,Wil Lutz,K,DEN,LAC,2,2,0,0,0,1,0,1,0,0,2,2,0,0,9.0,9.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0037224,Cameron Dicker,K,LAC,DEN,3,3,0,0,0,1,1,1,0,0,2,2,0,0,12.0,12.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0040074,Tyler Loop,K,BAL,DET,1,1,0,0,0,0,0,1,0,0,3,3,0,0,7.0,7.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0039172,Jake Bates,K,DET,BAL,1,2,1,0,0,0,0,1,0,0,5,5,0,0,8.0,9.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0038428,Andre Szmyt,K,CLE,GB,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0029822,Brandon McManus,K,GB,CLE,1,2,0,1,0,0,1,0,0,0,1,1,0,0,4.0,4.0
2025,3,2025_03_HOU_JAX,2025-09-21,00-0032726,Ka'imi Fairbairn,K,HOU,JAX,1,2,1,0,0,1,0,0,0,0,1,1,0,0,3.0,4.0
2025,3,2025_03_HOU_JAX,2025-09-21,00-0039409,Cam Little,K,JAX,HOU,1,2,1,0,0,0,1,0,0,0,2,2,0,0,4.0,5.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0039576,Spencer Shrader,K,IND,TEN,2,3,1,0,0,1,1,0,0,0,5,5,0,0,10.0,11.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0035192,Joey Slye,K,TEN,IND,2,4,1,1,0,0,0,1,1,0,2,2,0,0,10.0,11.0
2025,3,2025_03_KC_NYG,2025-09-21,00-0033303,Harrison Butker,K,KC,NYG,3,4,1,0,0,1,0,1,1,0,1,2,1,0,12.0,13.0
2025,3,2025_03_KC_NYG,2025-09-21,00-0026858,Graham Gano,K,NYG,KC,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0
2025,3,2025_03_LA_PHI,2025-09-21,00-0039750,Joshua Karty,K,LA,PHI,4,6,0,2,0,1,1,1,1,0,2,2,0,0,17.0,17.0
2025,3,2025_03_LA_PHI,2025-09-21,00-0033787,Jake Elliott,K,PHI,LA,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,3,2025_03_LV_WAS,2025-09-21,00-0034161,Daniel Carlson,K,LV,WAS,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4.0,4.0
2025,3,2025_03_LV_WAS,2025-09-21,00-0035269,Matt Gay,K,WAS,LV,2,3,1,0,0,0,0,1,1,0,5,5,0,0,13.0,14.0
2025,3,2025_03_MIA_BUF,2025-09-18,00-0023853,Matt Prater,K,BUF,MIA,1,2,1,0,0,0,0,1,0,0,4,4,0,0,7.0,8.0
2025,3,2025_03_MIA_BUF,2025-09-18,00-0036816,Riley Patterson,K,MIA,BUF,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,3,2025_03_NO_SEA,2025-09-21,00-0038905,Blake Grupe,K,NO,SEA,2,3,1,0,0,2,0,0,0,0,1,1,0,0,6.0,7.0
2025,3,2025_03_NO_SEA,2025-09-21,00-0031492,Jason Myers,K,SEA,NO,3,3,0,0,0,0,1,1,1,0,5,5,0,0,17.0,17.0
2025,3,2025_03_NYJ_TB,2025-09-21,00-0025565,Nick Folk,K,NYJ,TB,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
2025,3,2025_03_NYJ_TB,2025-09-21,00-0035358,Chase McLaughlin,K,TB,NYJ,5,6,0,1,0,1,2,0,2,0,2,2,0,0,21.0,21.0
2025,3,2025_03_PIT_NE,2025-09-21,00-0040200,Andy Borregales,K,NE,PIT,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2.0,2.0
2025,3,2025_03_PIT_NE,2025-09-21,00-0031136,Chris Boswell,K,PIT,NE,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,4,2025_04_BAL_KC,2025-09-28,00-0040074,Tyler Loop,K,BAL,KC,2,2,0,0,0,0,1,1,0,0,2,2,0,0,9.0,9.0
2025,4,2025_04_BAL_KC,2025-09-28,00-0033303,Harrison Butker,K,KC,BAL,3,4,1,0,0,1,2,0,0,0,4,4,0,0,12.0,13.0
2025,4,2025_04_CAR_NE,2025-09-28,00-0040279,Ryan Fitzgerald,K,CAR,NE,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0.0,1.0
2025,4,2025_04_CAR_NE,2025-09-28,00-0040200,Andy Borregales,K,NE,CAR,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6.0,6.0
2025,4,2025_04_CHI_LV,2025-09-28,00-0031203,Cairo Santos,K,CHI,LV,4,4,0,0,0,0,0,2,2,0,1,1,0,0,19.0,19.0
2025,4,2025_04_CHI_LV,2025-09-28,00-0034161,Daniel Carlson,K,LV,CHI,1,2,0,1,0,1,0,0,0,0,3,3,0,0,6.0,6.0
2025,4,2025_04_CIN_DEN,2025-09-29,00-0036854,Evan McPherson,K,CIN,DEN,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0
2025,4,2025_04_CIN_DEN,2025-09-29,00-0032569,Wil Lutz,K,DEN,CIN,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4.0,4.0
2025,4,2025_04_CLE_DET,2025-09-28,00-0038428,Andre Szmyt,K,CLE,DET,1,2,1,0,0,0,1,0,0,0,1,1,0,0,3.0,4.0
2025,4,2025_04_CLE_DET,2025-09-28,00-0039172,Jake Bates,K,DET,CLE,2,2,0,0,0,0,0,1,1,0,4,4,0,0,13.0,13.0
2025,4,2025_04_GB_DAL,2025-09-28,00-0037692,Brandon Aubrey,K,DAL,GB,1,1,0,0,0,1,0,0,0,0,5,5,0,0,8.0,8.0
2025,4,2025_04_GB_DAL,2025-09-28,00-0029822,Brandon McManus,K,GB,DAL,2,2,0,0,0,0,1,0,1,0,4,5,0,1,12.0,12.0
2025,4,2025_04_IND_LA,2025-09-28,00-0039576,Spencer Shrader,K,IND,LA,2,2,0,0,0,0,1,0,1,0,2,2,0,0,10.0,10.0
2025,4,2025_04_IND_LA,2025-09-28,00-0039750,Joshua Karty,K,LA,IND,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
2025,4,2025_04_JAX_SF,2025-09-28,00-0039409,Cam Little,K,JAX,SF,2,3,1,0,0,1,0,1,0,0,2,2,0,0,8.0,9.0
2025,4,2025_04_JAX_SF,2025-09-28,00-0034173,Eddy Pineiro,K,SF,JAX,2,2,0,0,0,2,0,0,0,0,1,1,0,0,7.0,7.0
2025,4,2025_04_LAC_NYG,2025-09-28,00-0037224,Cameron Dicker,K,LAC,NYG,1,1,0,0,0,0,0,1,0,0,1,1,0,0,5.0,5.0
2025,4,2025_04_LAC_NYG,2025-09-28,00-0039934,Jude McAtamney,K,NYG,LAC,2,2,0,0,0,1,1,0,0,0,1,1,0,0,7.0,7.0
2025,4,2025_04_MIN_PIT,2025-09-28,00-0039404,Will Reichard,K,MIN,PIT,2,2,0,0,0,1,0,1,0,0,1,1,0,0,8.0,8.0
2025,4,2025_04_MIN_PIT,2025-09-28,00-0031136,Chris Boswell,K,PIT,MIN,1,2,0,1,0,0,1,0,0,0,3,3,0,0,6.0,6.0
2025,4,2025_04_NO_BUF,2025-09-28,00-0023853,Matt Prater,K,BUF,NO,1,1,0,0,0,0,1,0,0,0,4,4,0,0,7.0,7.0
2025,4,2025_04_NO_BUF,2025-09-28,00-0038905,Blake Grupe,K,NO,BUF,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,4,2025_04_NYJ_MIA,2025-09-29,00-0036816,Riley Patterson,K,MIA,NYJ,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
2025,4,2025_04_NYJ_MIA,2025-09-29,00-0025565,Nick Folk,K,NYJ,MIA,2,2,0,0,0,0,0,0,2,0,1,1,0,0,11.0,11.0
2025,4,2025_04_PHI_TB,2025-09-28,00-0033787,Jake Elliott,K,PHI,TB,1,1,0,0,0,0,1,0,0,0,4,4,0,0,7.0,7.0
2025,4,2025_04_PHI_TB,2025-09-28,00-0035358,Chase McLaughlin,K,TB,PHI,3,3,0,0,0,0,0,1,1,1,2,2,0,0,17.0,16.0
2025,4,2025_04_SEA_ARI,2025-09-25,00-0038567,Chad Ryland,K,ARI,SEA,2,2,0,0,0,0,1,0,1,0,2,2,0,0,10.0,10.0
2025,4,2025_04_SEA_ARI,2025-09-25,00-0031492,Jason Myers,K,SEA,ARI,3,4,1,0,0,0,1,1,1,0,2,2,0,0,13.0,14.0
2025,4,2025_04_TEN_HOU,2025-09-28,00-0032726,Ka'imi Fairbairn,K,HOU,TEN,2,3,1,0,0,0,0,2,0,0,2,2,0,0,9.0,10.0
2025,4,2025_04_TEN_HOU,2025-09-28,00-0035192,Joey Slye,K,TEN,HOU,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-2.0,0.0
2025,4,2025_04_WAS_ATL,2025-09-28,00-0037542,John Parker Romo,K,ATL,WAS,2,2,0,0,0,1,1,0,0,0,4,4,0,0,10.0,10.0
2025,4,2025_04_WAS_ATL,2025-09-28,00-0035269,Matt Gay,K,WAS,ATL,4,4,0,0,0,0,0,3,1,0,1,1,0,0,18.0,18.0
2025,5,2025_05_DAL_NYJ,2025-10-05,00-0037692,Brandon Aubrey,K,DAL,NYJ,1,1,0,0,0,0,1,0,0,0,4,5,1,0,7.0,7.0
2025,5,2025_05_DAL_NYJ,2025-10-05,00-0025565,Nick Folk,K,NYJ,DAL,2,2,0,0,0,1,0,1,0,0,0,0,0,0,7.0,7.0
2025,5,2025_05_DEN_PHI,2025-10-05,00-0032569,Wil Lutz,K,DEN,PHI,2,2,0,0,0,0,1,0,1,0,1,1,0,0,9.0,9.0
2025,5,2025_05_DEN_PHI,2025-10-05,00-0033787,Jake Elliott,K,PHI,DEN,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,5,2025_05_DET_CIN,2025-10-05,00-0036854,Evan McPherson,K,CIN,DET,1,1,0,0,0,0,0,0,1,0,3,3,0,0,8.0,8.0
2025,5,2025_05_DET_CIN,2025-10-05,00-0039172,Jake Bates,K,DET,CIN,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5.0,5.0
2025,5,2025_05_HOU_BAL,2025-10-05,00-0040074,Tyler Loop,K,BAL,HOU,1,2,1,0,0,1,0,0,0,0,1,1,0,0,3.0,4.0
2025,5,2025_05_HOU_BAL,2025-10-05,00-0032726,Ka'imi Fairbairn,K,HOU,BAL,3,3,0,0,0,0,1,0,2,0,5,5,0,0,18.0,18.0
2025,5,2025_05_KC_JAX,2025-10-06,00-0039409,Cam Little,K,JAX,KC,1,1,0,0,0,0,0,0,1,0,4,4,0,0,9.0,9.0
2025,5,2025_05_KC_JAX,2025-10-06,00-0033303,Harrison Butker,K,KC,JAX,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4.0,4.0
2025,5,2025_05_LV_IND,2025-10-05,00-0039576,Spencer Shrader,K,IND,LV,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2.0,2.0
2025,5,2025_05_LV_IND,2025-10-05,00-0034161,Daniel Carlson,K,LV,IND,2,3,1,0,0,1,1,0,0,0,0,0,0,0,5.0,6.0
2025,5,2025_05_MIA_CAR,2025-10-05,00-0040279,Ryan Fitzgerald,K,CAR,MIA,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
2025,5,2025_05_MIA_CAR,2025-10-05,00-0036816,Riley Patterson,K,MIA,CAR,1,1,0,0,0,0,0,1,0,0,3,3,0,0,7.0,7.0
2025,5,2025_05_MIN_CLE,2025-10-05,00-0038428,Andre Szmyt,K,CLE,MIN,1,1,0,0,0,0,1,0,0,0,2,2,0,0,5.0,5.0
2025,5,2025_05_MIN_CLE,2025-10-05,00-0039404,Will Reichard,K,MIN,CLE,0,1,1,0,0,0,0,0,0,0,3,3,0,0,2.0,3.0
2025,5,2025_05_NE_BUF,2025-10-05,00-0023853,Matt Prater,K,BUF,NE,2,2,0,0,0,0,1,1,0,0,2,2,0,0,9.0,9.0
2025,5,2025_05_NE_BUF,2025-10-05,00-0040200,Andy Borregales,K,NE,BUF,3,3,0,0,1,0,1,0,1,0,2,2,0,0,13.0,13.0
2025,5,2025_05_NYG_NO,2025-10-05,00-0038905,Blake Grupe,K,NO,NYG,4,6,2,0,0,3,0,0,1,0,2,2,0,0,14.0,16.0
2025,5,2025_05_NYG_NO,2025-10-05,00-0039934,Jude McAtamney,K,NYG,NO,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2.0,2.0
2025,5,2025_05_SF_LA,2025-10-02,00-0039750,Joshua Karty,K,LA,SF,1,2,1,0,0,0,0,1,0,0,2,3,0,1,5.0,6.0
2025,5,2025_05_SF_LA,2025-10-02,00-0034173,Eddy Pineiro,K,SF,LA,4,4,0,0,0,1,1,1,1,0,2,2,0,0,17.0,17.0
2025,5,2025_05_TB_SEA,2025-10-05,00-0031492,Jason Myers,K,SEA,TB,0,1,1,0,0,0,0,0,0,0,5,5,0,0,4.0,5.0
2025,5,2025_05_TB_SEA,2025-10-05,00-0035358,Chase McLaughlin,K,TB,SEA,3,3,0,0,0,0,3,0,0,0,3,3,0,0,12.0,12.0
2025,5,2025_05_TEN_ARI,2025-10-05,00-0038567,Chad Ryland,K,ARI,TEN,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.0,3.0
2025,5,2025_05_TEN_ARI,2025-10-05,00-0035192,Joey Slye,K,TEN,ARI,3,3,0,0,0,1,0,1,1,0,1,2,1,0,13.0,13.0
2025,5,2025_05_WAS_LAC,2025-10-05,00-0037224,Cameron Dicker,K,LAC,WAS,1,1,0,0,0,0,0,0,1,0,1,1,0,0,6.0,6.0
2025,5,2025_05_WAS_LAC,2025-10-05,00-0035269,Matt Gay,K,WAS,LAC,2,2,0,0,0,1,1,0,0,0,3,3,0,0,9.0,9.0
2025,6,2025_06_ARI_IND,2025-10-12,00-0038567,Chad Ryland,K,ARI,IND,2,2,0,0,0,0,0,2,0,0,3,3,0,0,11.0,11.0
2025,6,2025_06_ARI_IND,2025-10-12,00-0034084,Mike Badgley,K,IND,ARI,1,1,0,0,0,0,0,1,0,0,4,4,0,0,8.0,8.0
2025,6,2025_06_BUF_ATL,2025-10-13,00-0037542,John Parker Romo,K,ATL,BUF,1,2,0,1,0,0,1,0,0,0,3,3,0,0,6.0,6.0
2025,6,2025_06_BUF_ATL,2025-10-13,00-0023853,Matt Prater,K,BUF,ATL,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2.0,2.0
2025,6,2025_06_CHI_WAS,2025-10-13,00-0038562,Jake Moody,K,CHI,WAS,4,5,0,1,0,0,1,3,0,0,1,1,0,0,16.0,16.0
2025,6,2025_06_CHI_WAS,2025-10-13,00-0035269,Matt Gay,K,WAS,CHI,1,2,1,0,0,0,0,0,1,0,3,3,0,0,7.0,8.0
2025,6,2025_06_CIN_GB,2025-10-12,00-0036854,Evan McPherson,K,CIN,GB,1,3,2,0,0,0,0,1,0,0,1,1,0,0,3.0,5.0
2025,6,2025_06_CIN_GB,2025-10-12,00-0038152,Lucas Havrisik,K,GB,CIN,2,2,0,0,0,0,1,1,0,0,3,3,0,0,10.0,10.0
