season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,fantasy_points_ppr
2025,1,2025_01_ARI_NO,2025-09-07,00-0035228,Kyler Murray,QB,ARI,NO,18.32
2025,1,2025_01_ARI_NO,2025-09-07,00-0039849,Marvin Harrison Jr.,WR,ARI,NO,18.1
2025,1,2025_01_ARI_NO,2025-09-07,00-0036040,Juwan Johnson,TE,NO,ARI,15.600000000000001
2025,1,2025_01_ARI_NO,2025-09-07,00-0033553,James Conner,RB,ARI,NO,14.4
2025,1,2025_01_ARI_NO,2025-09-07,00-0033906,Alvin Kamara,RB,NO,ARI,13.7
2025,1,2025_01_ARI_NO,2025-09-07,00-0037239,Chris Olave,WR,NO,ARI,12.4
2025,1,2025_01_ARI_NO,2025-09-07,00-0037744,Trey McBride,TE,ARI,NO,12.100000000000001
2025,1,2025_01_ARI_NO,2025-09-07,00-0039376,Spencer Rattler,QB,NO,ARI,11.46
2025,1,2025_01_ARI_NO,2025-09-07,00-0037545,Rashid Shaheed,WR,NO,ARI,9.3
2025,1,2025_01_ARI_NO,2025-09-07,00-0039921,Trey Benson,RB,ARI,NO,8.5
2025,1,2025_01_ARI_NO,2025-09-07,00-0031236,Brandin Cooks,WR,NO,ARI,5.6
2025,1,2025_01_ARI_NO,2025-09-07,00-0038551,Kendre Miller,RB,NO,ARI,2.4000000000000004
2025,1,2025_01_ARI_NO,2025-09-07,00-0039424,Devaughn Vele,WR,NO,ARI,2.3
2025,1,2025_01_ARI_NO,2025-09-07,00-0039737,Tip Reiman,TE,ARI,NO,2.0
2025,1,2025_01_ARI_NO,2025-09-07,00-0038559,Michael Wilson,WR,ARI,NO,1.5
2025,1,2025_01_ARI_NO,2025-09-07,00-0033891,Zay Jones,WR,ARI,NO,1.4
2025,1,2025_01_ARI_NO,2025-09-07,00-0039041,Elijah Higgins,TE,ARI,NO,1.3
2025,1,2025_01_ARI_NO,2025-09-07,00-0040202,Devin Neal,RB,NO,ARI,0.9
2025,1,2025_01_ARI_NO,2025-09-07,00-0035500,Greg Dortch,WR,ARI,NO,0.8
2025,1,2025_01_ARI_NO,2025-09-07,00-0038705,Emari Demercado,RB,ARI,NO,0.0
2025,1,2025_01_ARI_NO,2025-09-07,00-0036741,Jack Stoll,TE,NO,ARI,0.0
2025,1,2025_01_ARI_NO,2025-09-07,00-0037745,Velus Jones Jr.,WR,NO,ARI,0.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0034857,Josh Allen,QB,BUF,BAL,38.76
2025,1,2025_01_BAL_BUF,2025-09-07,00-0034796,Lamar Jackson,QB,BAL,BUF,29.36
2025,1,2025_01_BAL_BUF,2025-09-07,00-0032764,Derrick Henry,RB,BAL,BUF,29.2
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039064,Zay Flowers,WR,BAL,BUF,28.1
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039901,Keon Coleman,WR,BUF,BAL,25.200000000000003
2025,1,2025_01_BAL_BUF,2025-09-07,00-0037248,James Cook,RB,BUF,BAL,21.200000000000003
2025,1,2025_01_BAL_BUF,2025-09-07,00-0038933,Dalton Kincaid,TE,BUF,BAL,14.8
2025,1,2025_01_BAL_BUF,2025-09-07,00-0037261,Khalil Shakir,WR,BUF,BAL,12.4
2025,1,2025_01_BAL_BUF,2025-09-07,00-0030564,DeAndre Hopkins,WR,BAL,BUF,11.5
2025,1,2025_01_BAL_BUF,2025-09-07,00-0036988,Josh Palmer,WR,BUF,BAL,11.100000000000001
2025,1,2025_01_BAL_BUF,2025-09-07,00-0035689,Dawson Knox,TE,BUF,BAL,4.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0040194,Jackson Hawes,TE,BUF,BAL,3.9000000000000004
2025,1,2025_01_BAL_BUF,2025-09-07,00-0036550,Rashod Bateman,WR,BAL,BUF,3.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0035537,Ty Johnson,RB,BUF,BAL,2.4000000000000004
2025,1,2025_01_BAL_BUF,2025-09-07,00-0036980,Elijah Moore,WR,BUF,BAL,2.1
2025,1,2025_01_BAL_BUF,2025-09-07,00-0034753,Mark Andrews,TE,BAL,BUF,1.5
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039875,Ray Davis,RB,BUF,BAL,1.1
2025,1,2025_01_BAL_BUF,2025-09-07,00-0039796,Rasheen Ali,RB,BAL,BUF,0.5
2025,1,2025_01_BAL_BUF,2025-09-07,00-0040075,LaJohntay Wester,WR,BAL,BUF,0.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0036630,Tylan Wallace,WR,BAL,BUF,0.0
2025,1,2025_01_BAL_BUF,2025-09-07,00-0034975,Justice Hill,RB,BAL,BUF,-0.10000000000000009
2025,1,2025_01_CAR_JAX,2025-09-07,00-0036973,Travis Etienne,RB,JAX,CAR,18.6
2025,1,2025_01_CAR_JAX,2025-09-07,00-0036555,Chuba Hubbard,RB,CAR,JAX,17.9
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040124,Tetairoa McMillan,WR,CAR,JAX,11.8
2025,1,2025_01_CAR_JAX,2025-09-07,00-0036971,Trevor Lawrence,QB,JAX,CAR,10.32
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038935,Brenton Strange,TE,JAX,CAR,9.9
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039893,Brian Thomas Jr.,WR,JAX,CAR,9.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0036626,Dyami Brown,WR,JAX,CAR,8.8
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039150,Bryce Young,QB,CAR,JAX,8.16
2025,1,2025_01_CAR_JAX,2025-09-07,00-0037004,Hunter Long,TE,JAX,CAR,7.6
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039356,Ja'Tavion Sanders,TE,CAR,JAX,4.7
2025,1,2025_01_CAR_JAX,2025-09-07,00-0039342,Xavier Legette,WR,CAR,JAX,4.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0036139,Rico Dowdle,RB,CAR,JAX,3.6
2025,1,2025_01_CAR_JAX,2025-09-07,00-0034983,Hunter Renfrow,WR,CAR,JAX,3.1
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040238,LeQuint Allen Jr.,RB,JAX,CAR,2.1
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038555,Tank Bigsby,RB,JAX,CAR,1.2000000000000002
2025,1,2025_01_CAR_JAX,2025-09-07,00-0037005,Tommy Tremble,TE,CAR,JAX,1.2
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040719,Bhayshul Tuten,RB,JAX,CAR,1.1
2025,1,2025_01_CAR_JAX,2025-09-07,00-0040644,Trevor Etienne,RB,CAR,JAX,0.4
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038840,Brycen Tremayne,WR,CAR,JAX,0.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0033589,David Moore,WR,CAR,JAX,0.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0033246,Johnny Mundt,TE,JAX,CAR,0.0
2025,1,2025_01_CAR_JAX,2025-09-07,00-0038606,Parker Washington,WR,JAX,CAR,0.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040162,Dylan Sampson,RB,CLE,CIN,17.3
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038979,Cedric Tillman,WR,CLE,CIN,16.2
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040663,Harold Fannin Jr.,TE,CLE,CIN,13.600000000000001
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038597,Chase Brown,RB,CIN,CLE,13.100000000000001
2025,1,2025_01_CIN_CLE,2025-09-07,00-0035644,Noah Fant,TE,CIN,CLE,12.6
2025,1,2025_01_CIN_CLE,2025-09-07,00-0026158,Joe Flacco,QB,CLE,CIN,12.2
2025,1,2025_01_CIN_CLE,2025-09-07,00-0036407,Jerry Jeudy,WR,CLE,CIN,11.600000000000001
2025,1,2025_01_CIN_CLE,2025-09-07,00-0036442,Joe Burrow,QB,CIN,CLE,8.82
2025,1,2025_01_CIN_CLE,2025-09-07,00-0033885,David Njoku,TE,CLE,CIN,6.7
2025,1,2025_01_CIN_CLE,2025-09-07,00-0036410,Tee Higgins,WR,CIN,CLE,6.300000000000001
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040466,Raheim Sanders,RB,CLE,CIN,6.3
2025,1,2025_01_CIN_CLE,2025-09-07,00-0036900,Ja'Marr Chase,WR,CIN,CLE,4.6
2025,1,2025_01_CIN_CLE,2025-09-07,00-0033526,Samaje Perine,RB,CIN,CLE,2.6
2025,1,2025_01_CIN_CLE,2025-09-07,00-0034829,Mike Gesicki,TE,CIN,CLE,2.4000000000000004
2025,1,2025_01_CIN_CLE,2025-09-07,00-0039379,Jamari Thrash,WR,CLE,CIN,1.6
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040782,Isaiah Bond,WR,CLE,CIN,1.5
2025,1,2025_01_CIN_CLE,2025-09-07,00-0037267,Jerome Ford,RB,CLE,CIN,1.5
2025,1,2025_01_CIN_CLE,2025-09-07,00-0038576,Charlie Jones,WR,CIN,CLE,0.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0031763,DeAndre Carter,WR,CLE,CIN,0.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0035631,Drew Sample,TE,CIN,CLE,0.0
2025,1,2025_01_CIN_CLE,2025-09-07,00-0040208,Tahj Brooks,RB,CIN,CLE,0.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036389,Jalen Hurts,QB,PHI,DAL,24.28
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036997,Javonte Williams,RB,DAL,PHI,20.4
2025,1,2025_01_DAL_PHI,2025-09-04,00-0034844,Saquon Barkley,RB,PHI,DAL,18.4
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036358,CeeDee Lamb,WR,DAL,PHI,18.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0034351,Dallas Goedert,TE,PHI,DAL,11.4
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037741,Jahan Dotson,WR,PHI,DAL,8.9
2025,1,2025_01_DAL_PHI,2025-09-04,00-0033077,Dak Prescott,QB,DAL,PHI,7.82
2025,1,2025_01_DAL_PHI,2025-09-04,00-0038041,Jake Ferguson,TE,DAL,PHI,7.300000000000001
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037247,George Pickens,WR,DAL,PHI,6.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037801,KaVontae Turpin,WR,DAL,PHI,4.7
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036912,DeVonta Smith,WR,PHI,DAL,4.6
2025,1,2025_01_DAL_PHI,2025-09-04,00-0035243,Miles Sanders,RB,DAL,PHI,4.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0039746,Will Shipley,RB,PHI,DAL,2.6
2025,1,2025_01_DAL_PHI,2025-09-04,00-0035676,A.J. Brown,WR,PHI,DAL,1.8
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036876,Kylen Granson,TE,PHI,DAL,1.1
2025,1,2025_01_DAL_PHI,2025-09-04,00-0036265,AJ Dillon,RB,PHI,DAL,1.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037666,Jalen Tolbert,WR,DAL,PHI,1.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0039530,Brevyn Spann-Ford,TE,DAL,PHI,0.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0037614,John Metchie III,WR,PHI,DAL,0.0
2025,1,2025_01_DAL_PHI,2025-09-04,00-0038547,Luke Schoonmaker,TE,DAL,PHI,0.0
2025,1,2025_01_DET_GB,2025-09-07,00-0036264,Jordan Love,QB,GB,DET,15.92
2025,1,2025_01_DET_GB,2025-09-07,00-0039139,Jahmyr Gibbs,RB,DET,GB,15.0
2025,1,2025_01_DET_GB,2025-09-07,00-0035700,Josh Jacobs,RB,GB,DET,14.0
2025,1,2025_01_DET_GB,2025-09-07,00-0039065,Sam LaPorta,TE,DET,GB,13.9
2025,1,2025_01_DET_GB,2025-09-07,00-0039146,Jayden Reed,WR,GB,DET,13.5
2025,1,2025_01_DET_GB,2025-09-07,00-0033106,Jared Goff,QB,DET,GB,10.9
2025,1,2025_01_DET_GB,2025-09-07,00-0038996,Tucker Kraft,TE,GB,DET,9.9
2025,1,2025_01_DET_GB,2025-09-07,00-0037816,Romeo Doubs,WR,GB,DET,8.8
2025,1,2025_01_DET_GB,2025-09-07,00-0036963,Amon-Ra St. Brown,WR,DET,GB,8.5
2025,1,2025_01_DET_GB,2025-09-07,00-0035685,David Montgomery,RB,DET,GB,8.3
2025,1,2025_01_DET_GB,2025-09-07,00-0040669,Isaac TeSlaa,WR,DET,GB,8.3
2025,1,2025_01_DET_GB,2025-09-07,00-0037240,Jameson Williams,WR,DET,GB,6.6
2025,1,2025_01_DET_GB,2025-09-07,00-0038393,Dontayvion Wicks,WR,GB,DET,5.0
2025,1,2025_01_DET_GB,2025-09-07,00-0032464,Kalif Raymond,WR,DET,GB,3.6
2025,1,2025_01_DET_GB,2025-09-07,00-0040667,Matthew Golden,WR,GB,DET,3.6
2025,1,2025_01_DET_GB,2025-09-07,00-0039144,Luke Musgrave,TE,GB,DET,1.4
2025,1,2025_01_DET_GB,2025-09-07,00-0038685,Chris Brooks,RB,GB,DET,1.3
2025,1,2025_01_DET_GB,2025-09-07,00-0037306,John FitzPatrick,TE,GB,DET,1.2
2025,1,2025_01_DET_GB,2025-09-07,00-0040009,Savion Williams,WR,GB,DET,1.1
2025,1,2025_01_DET_GB,2025-09-07,00-0038797,Emanuel Wilson,RB,GB,DET,0.4
2025,1,2025_01_DET_GB,2025-09-07,00-0037091,Bo Melton,WR,GB,DET,0.0
2025,1,2025_01_DET_GB,2025-09-07,00-0035567,Craig Reynolds,RB,DET,GB,0.0
2025,1,2025_01_DET_GB,2025-09-07,00-0038896,Jacob Saylors,RB,DET,GB,0.0
2025,1,2025_01_HOU_LA,2025-09-07,00-0039075,Puka Nacua,WR,LA,HOU,23.1
2025,1,2025_01_HOU_LA,2025-09-07,00-0037840,Kyren Williams,RB,LA,HOU,13.9
2025,1,2025_01_HOU_LA,2025-09-07,00-0026498,Matthew Stafford,QB,LA,HOU,13.600000000000001
2025,1,2025_01_HOU_LA,2025-09-07,00-0031381,Davante Adams,WR,LA,HOU,9.100000000000001
2025,1,2025_01_HOU_LA,2025-09-07,00-0039163,C.J. Stroud,QB,HOU,LA,8.72
2025,1,2025_01_HOU_LA,2025-09-07,00-0039074,Davis Allen,TE,LA,HOU,8.3
2025,1,2025_01_HOU_LA,2025-09-07,00-0039359,Cade Stover,TE,HOU,LA,6.2
2025,1,2025_01_HOU_LA,2025-09-07,00-0034791,Nick Chubb,RB,HOU,LA,6.0
2025,1,2025_01_HOU_LA,2025-09-07,00-0034383,Dalton Schultz,TE,HOU,LA,5.800000000000001
2025,1,2025_01_HOU_LA,2025-09-07,00-0036554,Nico Collins,WR,HOU,LA,5.5
2025,1,2025_01_HOU_LA,2025-09-07,00-0038618,Xavier Hutchinson,WR,HOU,LA,5.5
2025,1,2025_01_HOU_LA,2025-09-07,00-0040130,Jayden Higgins,WR,HOU,LA,5.2
2025,1,2025_01_HOU_LA,2025-09-07,00-0034386,Justin Watson,WR,HOU,LA,4.7
2025,1,2025_01_HOU_LA,2025-09-07,00-0038359,Xavier Smith,WR,LA,HOU,4.6
2025,1,2025_01_HOU_LA,2025-09-07,00-0039738,Blake Corum,RB,LA,HOU,2.6
2025,1,2025_01_HOU_LA,2025-09-07,00-0033854,Dare Ogunbowale,RB,HOU,LA,2.6
2025,1,2025_01_HOU_LA,2025-09-07,00-0040138,Jaylin Noel,WR,HOU,LA,1.7000000000000002
2025,1,2025_01_HOU_LA,2025-09-07,00-0036849,Tutu Atwell,WR,LA,HOU,1.4
2025,1,2025_01_HOU_LA,2025-09-07,00-0037258,Dameon Pierce,RB,HOU,LA,0.5
2025,1,2025_01_HOU_LA,2025-09-07,00-0039751,Jordan Whittington,WR,LA,HOU,0.5
2025,1,2025_01_HOU_LA,2025-09-07,00-0040583,Woody Marks,RB,HOU,LA,0.30000000000000004
2025,1,2025_01_HOU_LA,2025-09-07,00-0033110,Tyler Higbee,TE,LA,HOU,0.0
2025,1,2025_01_HOU_LA,2025-09-07,00-0036244,Colby Parkinson,TE,LA,HOU,-0.6000000000000001
2025,1,2025_01_KC_LAC,2025-09-05,00-0036355,Justin Herbert,QB,LAC,KC,27.919999999999998
2025,1,2025_01_KC_LAC,2025-09-05,00-0033873,Patrick Mahomes,QB,KC,LAC,26.02
2025,1,2025_01_KC_LAC,2025-09-05,00-0038544,Quentin Johnston,WR,LAC,KC,24.9
2025,1,2025_01_KC_LAC,2025-09-05,00-0035662,Marquise Brown,WR,KC,LAC,19.9
2025,1,2025_01_KC_LAC,2025-09-05,00-0030279,Keenan Allen,WR,LAC,KC,19.8
2025,1,2025_01_KC_LAC,2025-09-05,00-0039915,Ladd McConkey,WR,LAC,KC,13.4
2025,1,2025_01_KC_LAC,2025-09-05,00-0030506,Travis Kelce,TE,KC,LAC,12.7
2025,1,2025_01_KC_LAC,2025-09-05,00-0033857,JuJu Smith-Schuster,WR,KC,LAC,10.5
2025,1,2025_01_KC_LAC,2025-09-05,00-0040666,Omarion Hampton,RB,LAC,KC,8.100000000000001
2025,1,2025_01_KC_LAC,2025-09-05,00-0034270,Tyler Conklin,TE,LAC,KC,7.2
2025,1,2025_01_KC_LAC,2025-09-05,00-0038104,Tyquan Thornton,WR,KC,LAC,6.1000000000000005
2025,1,2025_01_KC_LAC,2025-09-05,00-0037197,Isiah Pacheco,RB,KC,LAC,4.800000000000001
2025,1,2025_01_KC_LAC,2025-09-05,00-0033923,Kareem Hunt,RB,KC,LAC,4.6
2025,1,2025_01_KC_LAC,2025-09-05,00-0034159,Will Dissly,TE,LAC,KC,2.8
2025,1,2025_01_KC_LAC,2025-09-05,00-0040727,Tre Harris,WR,LAC,KC,2.1
2025,1,2025_01_KC_LAC,2025-09-05,00-0036893,Najee Harris,RB,LAC,KC,2.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0036637,Noah Gray,TE,KC,LAC,1.3
2025,1,2025_01_KC_LAC,2025-09-05,00-0038573,Derius Davis,WR,LAC,KC,0.30000000000000004
2025,1,2025_01_KC_LAC,2025-09-05,00-0040078,Brashard Smith,RB,KC,LAC,0.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0037617,Hassan Haskins,RB,LAC,KC,0.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0038492,Jason Brownlee,WR,KC,LAC,0.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0040184,KeAndre Lambert-Smith,WR,LAC,KC,0.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0038519,Nikko Remigio,WR,KC,LAC,0.0
2025,1,2025_01_KC_LAC,2025-09-05,00-0039894,Xavier Worthy,WR,KC,LAC,0.0
2025,1,2025_01_LV_NE,2025-09-07,00-0034960,Jakobi Meyers,WR,LV,NE,17.700000000000003
2025,1,2025_01_LV_NE,2025-09-07,00-0030565,Geno Smith,QB,LV,NE,17.48
2025,1,2025_01_LV_NE,2025-09-07,00-0038608,Kayshon Boutte,WR,NE,LV,16.3
2025,1,2025_01_LV_NE,2025-09-07,00-0039851,Drake Maye,QB,NE,LV,15.780000000000001
2025,1,2025_01_LV_NE,2025-09-07,00-0039338,Brock Bowers,TE,LV,NE,15.3
2025,1,2025_01_LV_NE,2025-09-07,00-0038563,Tre Tucker,WR,LV,NE,13.4
2025,1,2025_01_LV_NE,2025-09-07,00-0040122,Ashton Jeanty,RB,LV,NE,12.0
2025,1,2025_01_LV_NE,2025-09-07,00-0031588,Stefon Diggs,WR,NE,LV,11.7
2025,1,2025_01_LV_NE,2025-09-07,00-0040734,TreVeyon Henderson,RB,NE,LV,11.100000000000001
2025,1,2025_01_LV_NE,2025-09-07,00-0033090,Hunter Henry,TE,NE,LV,10.600000000000001
2025,1,2025_01_LV_NE,2025-09-07,00-0038621,DeMario Douglas,WR,NE,LV,8.2
2025,1,2025_01_LV_NE,2025-09-07,00-0039066,Michael Mayer,TE,LV,NE,7.800000000000001
2025,1,2025_01_LV_NE,2025-09-07,00-0040581,Dont'e Thornton Jr.,WR,LV,NE,6.5
2025,1,2025_01_LV_NE,2025-09-07,00-0036875,Rhamondre Stevenson,RB,NE,LV,4.7
2025,1,2025_01_LV_NE,2025-09-07,00-0040729,Jack Bech,WR,LV,NE,3.3000000000000003
2025,1,2025_01_LV_NE,2025-09-07,00-0040131,Kyle Williams,WR,NE,LV,2.2
2025,1,2025_01_LV_NE,2025-09-07,00-0032392,Austin Hooper,TE,NE,LV,2.0
2025,1,2025_01_LV_NE,2025-09-07,00-0033555,Mack Hollins,WR,NE,LV,1.3
2025,1,2025_01_LV_NE,2025-09-07,00-0038040,Zamir White,RB,LV,NE,0.8
2025,1,2025_01_LV_NE,2025-09-07,00-0036328,Antonio Gibson,RB,NE,LV,0.30000000000000004
2025,1,2025_01_LV_NE,2025-09-07,00-0035602,Alex Bachman,WR,LV,NE,0.0
2025,1,2025_01_LV_NE,2025-09-07,00-0039407,Dylan Laube,RB,LV,NE,0.0
2025,1,2025_01_LV_NE,2025-09-07,00-0038590,Justin Shorter,TE,LV,NE,0.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0035710,Daniel Jones,QB,IND,MIA,29.48
2025,1,2025_01_MIA_IND,2025-09-07,00-0036252,Michael Pittman,WR,IND,MIA,20.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0039040,De'Von Achane,RB,MIA,IND,16.5
2025,1,2025_01_MIA_IND,2025-09-07,00-0040128,Tyler Warren,TE,IND,MIA,14.9
2025,1,2025_01_MIA_IND,2025-09-07,00-0036223,Jonathan Taylor,RB,IND,MIA,12.8
2025,1,2025_01_MIA_IND,2025-09-07,00-0033040,Tyreek Hill,WR,MIA,IND,8.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0036613,Jaylen Waddle,WR,MIA,IND,7.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0036212,Tua Tagovailoa,QB,MIA,IND,5.260000000000001
2025,1,2025_01_MIA_IND,2025-09-07,00-0039880,Malik Washington,WR,MIA,IND,4.9
2025,1,2025_01_MIA_IND,2025-09-07,00-0037664,Alec Pierce,WR,IND,MIA,4.6
2025,1,2025_01_MIA_IND,2025-09-07,00-0040179,DJ Giddens,RB,IND,MIA,4.1000000000000005
2025,1,2025_01_MIA_IND,2025-09-07,00-0039890,Adonai Mitchell,WR,IND,MIA,4.1
2025,1,2025_01_MIA_IND,2025-09-07,00-0037348,Tanner Conner,TE,MIA,IND,4.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0038997,Josh Downs,WR,IND,MIA,3.2
2025,1,2025_01_MIA_IND,2025-09-07,00-0033217,Mo Alie-Cox,TE,IND,MIA,3.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0038720,Julian Hill,TE,MIA,IND,2.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0036620,Dee Eskridge,WR,MIA,IND,1.9
2025,1,2025_01_MIA_IND,2025-09-07,00-0036182,Nick Westbrook-Ikhine,WR,MIA,IND,1.7000000000000002
2025,1,2025_01_MIA_IND,2025-09-07,00-0037013,Zach Wilson,QB,MIA,IND,1.58
2025,1,2025_01_MIA_IND,2025-09-07,00-0035021,Ashton Dulin,WR,IND,MIA,1.5
2025,1,2025_01_MIA_IND,2025-09-07,00-0040198,Ollie Gordon II,RB,MIA,IND,1.3
2025,1,2025_01_MIA_IND,2025-09-07,00-0037292,Andrew Ogletree,TE,IND,MIA,0.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0039816,Anthony Gould,WR,IND,MIA,0.0
2025,1,2025_01_MIA_IND,2025-09-07,00-0040476,Ulysses Bentley IV,RB,IND,MIA,0.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0039918,Caleb Williams,QB,CHI,MIN,24.200000000000003
2025,1,2025_01_MIN_CHI,2025-09-08,00-0039923,J.J. McCarthy,QB,MIN,CHI,22.22
2025,1,2025_01_MIN_CHI,2025-09-08,00-0033293,Aaron Jones,RB,MIN,CHI,15.7
2025,1,2025_01_MIN_CHI,2025-09-08,00-0039919,Rome Odunze,WR,CHI,MIN,15.7
2025,1,2025_01_MIN_CHI,2025-09-08,00-0036322,Justin Jefferson,WR,MIN,CHI,14.8
2025,1,2025_01_MIN_CHI,2025-09-08,00-0034827,DJ Moore,WR,CHI,MIN,10.600000000000001
2025,1,2025_01_MIN_CHI,2025-09-08,00-0036275,D'Andre Swift,RB,CHI,MIN,9.5
2025,1,2025_01_MIN_CHI,2025-09-08,00-0037525,Jordan Mason,RB,MIN,CHI,8.5
2025,1,2025_01_MIN_CHI,2025-09-08,00-0035208,Olamide Zaccheaus,WR,CHI,MIN,8.2
2025,1,2025_01_MIN_CHI,2025-09-08,00-0035229,T.J. Hockenson,TE,MIN,CHI,4.5
2025,1,2025_01_MIN_CHI,2025-09-08,00-0036290,Cole Kmet,TE,CHI,MIN,4.1
2025,1,2025_01_MIN_CHI,2025-09-08,00-0037291,Jalen Nailor,WR,MIN,CHI,3.8000000000000003
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040126,Colston Loveland,TE,CHI,MIN,3.2
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040236,Kyle Monangai,RB,CHI,MIN,2.1
2025,1,2025_01_MIN_CHI,2025-09-08,00-0030035,Adam Thielen,WR,MIN,CHI,2.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0035249,Josh Oliver,TE,MIN,CHI,1.5
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040735,Luther Burden III,WR,CHI,MIN,0.7
2025,1,2025_01_MIN_CHI,2025-09-08,00-0036331,Devin Duvernay,WR,CHI,MIN,0.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040506,Myles Price,WR,MIN,CHI,0.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0040154,Tai Felton,WR,MIN,CHI,0.0
2025,1,2025_01_MIN_CHI,2025-09-08,00-0037276,Ty Chandler,RB,MIN,CHI,0.0
2025,1,2025_01_NYG_WAS,2025-09-07,00-0035719,Deebo Samuel Sr.,WR,WAS,NYG,22.6
2025,1,2025_01_NYG_WAS,2025-09-07,00-0039910,Jayden Daniels,QB,WAS,NYG,20.12
2025,1,2025_01_NYG_WAS,2025-09-07,00-0040242,Jacory Croskey-Merritt,RB,WAS,NYG,14.200000000000001
2025,1,2025_01_NYG_WAS,2025-09-07,00-0039337,Malik Nabers,WR,NYG,WAS,12.100000000000001
2025,1,2025_01_NYG_WAS,2025-09-07,00-0030061,Zach Ertz,TE,WAS,NYG,11.6
2025,1,2025_01_NYG_WAS,2025-09-07,00-0038117,Wan'Dale Robinson,WR,NYG,WAS,11.5
2025,1,2025_01_NYG_WAS,2025-09-07,00-0029263,Russell Wilson,QB,NYG,WAS,11.120000000000001
2025,1,2025_01_NYG_WAS,2025-09-07,00-0033699,Austin Ekeler,RB,WAS,NYG,8.7
2025,1,2025_01_NYG_WAS,2025-09-07,00-0039384,Tyrone Tracy Jr.,RB,NYG,WAS,5.5
2025,1,2025_01_NYG_WAS,2025-09-07,00-0033591,Noah Brown,WR,WAS,NYG,4.7
2025,1,2025_01_NYG_WAS,2025-09-07,00-0035659,Terry McLaurin,WR,WAS,NYG,4.7
2025,1,2025_01_NYG_WAS,2025-09-07,00-0032398,Chris Moore,WR,WAS,NYG,4.4
2025,1,2025_01_NYG_WAS,2025-09-07,00-0040715,Cam Skattebo,RB,NYG,WAS,2.9
2025,1,2025_01_NYG_WAS,2025-09-07,00-0033955,Jeremy McNichols,RB,WAS,NYG,2.5
