season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,fantasy_points_ppr
2025,2,2025_02_TB_HOU,2025-09-15,00-0036232,Harrison Bryant,TE,HOU,TB,0.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0035726,Jakob Johnson,RB,HOU,TB,0.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0040138,Jaylin Noel,WR,HOU,TB,0.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0039589,Kameron Johnson,WR,TB,HOU,0.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0039050,Payne Durham,TE,TB,HOU,0.0
2025,2,2025_02_TB_HOU,2025-09-15,00-0038951,Sean Tucker,RB,TB,HOU,0.0
2025,2,2025_02_WAS_GB,2025-09-11,00-0038996,Tucker Kraft,TE,GB,WAS,24.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0036264,Jordan Love,QB,GB,WAS,20.88
2025,2,2025_02_WAS_GB,2025-09-11,00-0039910,Jayden Daniels,QB,WAS,GB,19.7
2025,2,2025_02_WAS_GB,2025-09-11,00-0030061,Zach Ertz,TE,WAS,GB,18.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0035719,Deebo Samuel Sr.,WR,WAS,GB,17.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0035700,Josh Jacobs,RB,GB,WAS,14.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0037816,Romeo Doubs,WR,GB,WAS,11.8
2025,2,2025_02_WAS_GB,2025-09-11,00-0035659,Terry McLaurin,WR,WAS,GB,9.8
2025,2,2025_02_WAS_GB,2025-09-11,00-0038393,Dontayvion Wicks,WR,GB,WAS,8.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0038685,Chris Brooks,RB,GB,WAS,5.7
2025,2,2025_02_WAS_GB,2025-09-11,00-0039144,Luke Musgrave,TE,GB,WAS,5.2
2025,2,2025_02_WAS_GB,2025-09-11,00-0039355,Luke McCaffrey,WR,WAS,GB,4.9
2025,2,2025_02_WAS_GB,2025-09-11,00-0038465,Malik Heath,WR,GB,WAS,4.7
2025,2,2025_02_WAS_GB,2025-09-11,00-0033699,Austin Ekeler,RB,WAS,GB,4.4
2025,2,2025_02_WAS_GB,2025-09-11,00-0040009,Savion Williams,WR,GB,WAS,2.4000000000000004
2025,2,2025_02_WAS_GB,2025-09-11,00-0033591,Noah Brown,WR,WAS,GB,1.9
2025,2,2025_02_WAS_GB,2025-09-11,00-0039912,Ben Sinnott,TE,WAS,GB,1.7000000000000002
2025,2,2025_02_WAS_GB,2025-09-11,00-0040242,Jacory Croskey-Merritt,RB,WAS,GB,1.7000000000000002
2025,2,2025_02_WAS_GB,2025-09-11,00-0040667,Matthew Golden,WR,GB,WAS,1.5
2025,2,2025_02_WAS_GB,2025-09-11,00-0040164,Jaylin Lane,WR,WAS,GB,1.2
2025,2,2025_02_WAS_GB,2025-09-11,00-0038797,Emanuel Wilson,RB,GB,WAS,0.0
2025,2,2025_02_WAS_GB,2025-09-11,00-0037306,John FitzPatrick,TE,GB,WAS,0.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0033280,Christian McCaffrey,RB,SF,ARI,24.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0039916,Ricky Pearsall,WR,SF,ARI,19.700000000000003
2025,3,2025_03_ARI_SF,2025-09-21,00-0037744,Trey McBride,TE,ARI,SF,15.3
2025,3,2025_03_ARI_SF,2025-09-21,00-0035228,Kyler Murray,QB,ARI,SF,14.059999999999999
2025,3,2025_03_ARI_SF,2025-09-21,00-0036972,Mac Jones,QB,SF,ARI,13.26
2025,3,2025_03_ARI_SF,2025-09-21,00-0039921,Trey Benson,RB,ARI,SF,8.100000000000001
2025,3,2025_03_ARI_SF,2025-09-21,00-0033307,Kendrick Bourne,WR,SF,ARI,7.800000000000001
2025,3,2025_03_ARI_SF,2025-09-21,00-0039849,Marvin Harrison Jr.,WR,ARI,SF,7.4
2025,3,2025_03_ARI_SF,2025-09-21,00-0033553,James Conner,RB,ARI,SF,6.7
2025,3,2025_03_ARI_SF,2025-09-21,00-0033891,Zay Jones,WR,ARI,SF,4.5
2025,3,2025_03_ARI_SF,2025-09-21,00-0037112,Jake Tonges,TE,SF,ARI,4.1
2025,3,2025_03_ARI_SF,2025-09-21,00-0035500,Greg Dortch,WR,ARI,SF,2.8
2025,3,2025_03_ARI_SF,2025-09-21,00-0039737,Tip Reiman,TE,ARI,SF,2.8
2025,3,2025_03_ARI_SF,2025-09-21,00-0037746,Brian Robinson,RB,SF,ARI,2.2
2025,3,2025_03_ARI_SF,2025-09-21,00-0038090,Skyy Moore,WR,SF,ARI,2.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0034272,Marquez Valdes-Scantling,WR,SF,ARI,1.9
2025,3,2025_03_ARI_SF,2025-09-21,00-0039041,Elijah Higgins,TE,ARI,SF,1.7000000000000002
2025,3,2025_03_ARI_SF,2025-09-21,00-0038559,Michael Wilson,WR,ARI,SF,1.5
2025,3,2025_03_ARI_SF,2025-09-21,00-0038643,Brayden Willis,TE,SF,ARI,0.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0038705,Emari Demercado,RB,ARI,SF,0.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0039363,Isaac Guerendo,RB,SF,ARI,0.0
2025,3,2025_03_ARI_SF,2025-09-21,00-0036646,Simi Fehoko,WR,ARI,SF,0.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0038542,Bijan Robinson,RB,ATL,CAR,16.1
2025,3,2025_03_ATL_CAR,2025-09-21,00-0039150,Bryce Young,QB,CAR,ATL,11.64
2025,3,2025_03_ATL_CAR,2025-09-21,00-0036139,Rico Dowdle,RB,CAR,ATL,10.8
2025,3,2025_03_ATL_CAR,2025-09-21,00-0037238,Drake London,WR,ATL,CAR,10.5
2025,3,2025_03_ATL_CAR,2025-09-21,00-0036555,Chuba Hubbard,RB,CAR,ATL,9.600000000000001
2025,3,2025_03_ATL_CAR,2025-09-21,00-0036309,Darnell Mooney,WR,ATL,CAR,8.4
2025,3,2025_03_ATL_CAR,2025-09-21,00-0036970,Kyle Pitts,TE,ATL,CAR,7.9
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040124,Tetairoa McMillan,WR,CAR,ATL,7.800000000000001
2025,3,2025_03_ATL_CAR,2025-09-21,00-0034407,Ray-Ray McCloud,WR,ATL,CAR,4.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0039917,Michael Penix Jr.,QB,ATL,CAR,3.78
2025,3,2025_03_ATL_CAR,2025-09-21,00-0037005,Tommy Tremble,TE,CAR,ATL,3.6
2025,3,2025_03_ATL_CAR,2025-09-21,00-0038840,Brycen Tremayne,WR,CAR,ATL,3.5
2025,3,2025_03_ATL_CAR,2025-09-21,00-0039356,Ja'Tavion Sanders,TE,CAR,ATL,3.1
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040547,Nate Carter,RB,ATL,CAR,2.6000000000000005
2025,3,2025_03_ATL_CAR,2025-09-21,00-0034983,Hunter Renfrow,WR,CAR,ATL,2.6
2025,3,2025_03_ATL_CAR,2025-09-21,00-0035359,David Sills,WR,ATL,CAR,1.9
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040187,Mitchell Evans,TE,CAR,ATL,1.9
2025,3,2025_03_ATL_CAR,2025-09-21,00-0033589,David Moore,WR,CAR,ATL,1.5
2025,3,2025_03_ATL_CAR,2025-09-21,00-0037263,Tyler Allgeier,RB,ATL,CAR,1.4
2025,3,2025_03_ATL_CAR,2025-09-21,00-0029604,Kirk Cousins,QB,ATL,CAR,1.16
2025,3,2025_03_ATL_CAR,2025-09-21,00-0036429,Charlie Woerner,TE,ATL,CAR,0.5
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040629,Dalevon Campbell,WR,CAR,ATL,0.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0040644,Trevor Etienne,RB,CAR,ATL,0.0
2025,3,2025_03_ATL_CAR,2025-09-21,00-0027973,Andy Dalton,QB,CAR,ATL,-0.1
2025,3,2025_03_CIN_MIN,2025-09-21,00-0037525,Jordan Mason,RB,MIN,CIN,23.6
2025,3,2025_03_CIN_MIN,2025-09-21,00-0035229,T.J. Hockenson,TE,MIN,CIN,15.9
2025,3,2025_03_CIN_MIN,2025-09-21,00-0032950,Carson Wentz,QB,MIN,CIN,15.32
2025,3,2025_03_CIN_MIN,2025-09-21,00-0036322,Justin Jefferson,WR,MIN,CIN,12.5
2025,3,2025_03_CIN_MIN,2025-09-21,00-0035631,Drew Sample,TE,CIN,MIN,10.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0036900,Ja'Marr Chase,WR,CIN,MIN,8.9
2025,3,2025_03_CIN_MIN,2025-09-21,00-0035249,Josh Oliver,TE,MIN,CIN,8.2
2025,3,2025_03_CIN_MIN,2025-09-21,00-0037291,Jalen Nailor,WR,MIN,CIN,6.7
2025,3,2025_03_CIN_MIN,2025-09-21,00-0038597,Chase Brown,RB,CIN,MIN,6.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0038440,Zavier Scott,RB,MIN,CIN,6.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0035100,Jake Browning,QB,CIN,MIN,5.900000000000001
2025,3,2025_03_CIN_MIN,2025-09-21,00-0035644,Noah Fant,TE,CIN,MIN,5.6
2025,3,2025_03_CIN_MIN,2025-09-21,00-0036410,Tee Higgins,WR,CIN,MIN,2.5
2025,3,2025_03_CIN_MIN,2025-09-21,00-0036414,Cam Akers,RB,MIN,CIN,1.9000000000000001
2025,3,2025_03_CIN_MIN,2025-09-21,00-0040154,Tai Felton,WR,MIN,CIN,1.9
2025,3,2025_03_CIN_MIN,2025-09-21,00-0040208,Tahj Brooks,RB,CIN,MIN,1.7000000000000002
2025,3,2025_03_CIN_MIN,2025-09-21,00-0039631,Cam Grandy,TE,CIN,MIN,1.6
2025,3,2025_03_CIN_MIN,2025-09-21,00-0034829,Mike Gesicki,TE,CIN,MIN,1.6
2025,3,2025_03_CIN_MIN,2025-09-21,00-0040494,Max Brosmer,QB,MIN,CIN,1.16
2025,3,2025_03_CIN_MIN,2025-09-21,00-0033526,Samaje Perine,RB,CIN,MIN,0.10000000000000009
2025,3,2025_03_CIN_MIN,2025-09-21,00-0030035,Adam Thielen,WR,MIN,CIN,0.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0040509,Ben Yurosek,TE,MIN,CIN,0.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0034955,Brett Rypien,QB,CIN,MIN,0.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0038576,Charlie Jones,WR,CIN,MIN,0.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0038839,Mitchell Tinsley,WR,CIN,MIN,0.0
2025,3,2025_03_CIN_MIN,2025-09-21,00-0040506,Myles Price,WR,MIN,CIN,0.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039918,Caleb Williams,QB,CHI,DAL,29.12
2025,3,2025_03_DAL_CHI,2025-09-21,00-0038041,Jake Ferguson,TE,DAL,CHI,21.200000000000003
2025,3,2025_03_DAL_CHI,2025-09-21,00-0040735,Luther Burden III,WR,CHI,DAL,19.8
2025,3,2025_03_DAL_CHI,2025-09-21,00-0037247,George Pickens,WR,DAL,CHI,17.8
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039919,Rome Odunze,WR,CHI,DAL,15.2
2025,3,2025_03_DAL_CHI,2025-09-21,00-0034827,DJ Moore,WR,CHI,DAL,12.8
2025,3,2025_03_DAL_CHI,2025-09-21,00-0036997,Javonte Williams,RB,DAL,CHI,12.200000000000001
2025,3,2025_03_DAL_CHI,2025-09-21,00-0033077,Dak Prescott,QB,DAL,CHI,12.040000000000001
2025,3,2025_03_DAL_CHI,2025-09-21,00-0036275,D'Andre Swift,RB,CHI,DAL,10.8
2025,3,2025_03_DAL_CHI,2025-09-21,00-0037801,KaVontae Turpin,WR,DAL,CHI,8.8
2025,3,2025_03_DAL_CHI,2025-09-21,00-0035243,Miles Sanders,RB,DAL,CHI,8.3
2025,3,2025_03_DAL_CHI,2025-09-21,00-0036290,Cole Kmet,TE,CHI,DAL,8.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0037666,Jalen Tolbert,WR,DAL,CHI,7.4
2025,3,2025_03_DAL_CHI,2025-09-21,00-0035208,Olamide Zaccheaus,WR,CHI,DAL,6.6
2025,3,2025_03_DAL_CHI,2025-09-21,00-0040126,Colston Loveland,TE,CHI,DAL,4.1
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039410,Ryan Flournoy,WR,DAL,CHI,4.1
2025,3,2025_03_DAL_CHI,2025-09-21,00-0040236,Kyle Monangai,RB,CHI,DAL,3.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0038547,Luke Schoonmaker,TE,DAL,CHI,1.5
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039530,Brevyn Spann-Ford,TE,DAL,CHI,0.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0036331,Devin Duvernay,WR,CHI,DAL,0.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039021,Roschon Johnson,RB,CHI,DAL,0.0
2025,3,2025_03_DAL_CHI,2025-09-21,00-0039398,Joe Milton III,QB,DAL,CHI,-0.3599999999999999
2025,3,2025_03_DEN_LAC,2025-09-21,00-0040666,Omarion Hampton,RB,LAC,DEN,24.9
2025,3,2025_03_DEN_LAC,2025-09-21,00-0034348,Courtland Sutton,WR,DEN,LAC,23.8
2025,3,2025_03_DEN_LAC,2025-09-21,00-0030279,Keenan Allen,WR,LAC,DEN,19.5
2025,3,2025_03_DEN_LAC,2025-09-21,00-0036158,J.K. Dobbins,RB,DEN,LAC,15.3
2025,3,2025_03_DEN_LAC,2025-09-21,00-0038544,Quentin Johnston,WR,LAC,DEN,14.9
2025,3,2025_03_DEN_LAC,2025-09-21,00-0036355,Justin Herbert,QB,LAC,DEN,14.6
2025,3,2025_03_DEN_LAC,2025-09-21,00-0039732,Bo Nix,QB,DEN,LAC,13.420000000000002
2025,3,2025_03_DEN_LAC,2025-09-21,00-0040189,Oronde Gadsden II,TE,LAC,DEN,9.600000000000001
2025,3,2025_03_DEN_LAC,2025-09-21,00-0039915,Ladd McConkey,WR,LAC,DEN,8.100000000000001
2025,3,2025_03_DEN_LAC,2025-09-21,00-0040730,RJ Harvey,RB,DEN,LAC,4.6
2025,3,2025_03_DEN_LAC,2025-09-21,00-0036893,Najee Harris,RB,LAC,DEN,2.8000000000000003
2025,3,2025_03_DEN_LAC,2025-09-21,00-0039868,Troy Franklin,WR,DEN,LAC,2.8
2025,3,2025_03_DEN_LAC,2025-09-21,00-0037539,Lucas Krull,TE,DEN,LAC,1.9
2025,3,2025_03_DEN_LAC,2025-09-21,00-0038976,Marvin Mims Jr.,WR,DEN,LAC,1.4
2025,3,2025_03_DEN_LAC,2025-09-21,00-0038573,Derius Davis,WR,LAC,DEN,0.2
2025,3,2025_03_DEN_LAC,2025-09-21,00-0036422,Adam Trautman,TE,DEN,LAC,0.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0037617,Hassan Haskins,RB,LAC,DEN,0.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0040727,Tre Harris,WR,LAC,DEN,0.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0037654,Tucker Fisk,TE,LAC,DEN,0.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0037085,Tyler Badie,RB,DEN,LAC,0.0
2025,3,2025_03_DEN_LAC,2025-09-21,00-0034270,Tyler Conklin,TE,LAC,DEN,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0035685,David Montgomery,RB,DET,BAL,29.400000000000002
2025,3,2025_03_DET_BAL,2025-09-22,00-0034753,Mark Andrews,TE,BAL,DET,27.1
2025,3,2025_03_DET_BAL,2025-09-22,00-0034796,Lamar Jackson,QB,BAL,DET,27.02
2025,3,2025_03_DET_BAL,2025-09-22,00-0039139,Jahmyr Gibbs,RB,DET,BAL,26.9
2025,3,2025_03_DET_BAL,2025-09-22,00-0036963,Amon-Ra St. Brown,WR,DET,BAL,20.7
2025,3,2025_03_DET_BAL,2025-09-22,00-0036550,Rashod Bateman,WR,BAL,DET,17.3
2025,3,2025_03_DET_BAL,2025-09-22,00-0033106,Jared Goff,QB,DET,BAL,12.68
2025,3,2025_03_DET_BAL,2025-09-22,00-0032764,Derrick Henry,RB,BAL,DET,10.7
2025,3,2025_03_DET_BAL,2025-09-22,00-0034975,Justice Hill,RB,BAL,DET,7.5
2025,3,2025_03_DET_BAL,2025-09-22,00-0039065,Sam LaPorta,TE,DET,BAL,7.300000000000001
2025,3,2025_03_DET_BAL,2025-09-22,00-0037240,Jameson Williams,WR,DET,BAL,6.3
2025,3,2025_03_DET_BAL,2025-09-22,00-0039792,Devontez Walker,WR,BAL,DET,4.4
2025,3,2025_03_DET_BAL,2025-09-22,00-0038046,Charlie Kolar,TE,BAL,DET,4.2
2025,3,2025_03_DET_BAL,2025-09-22,00-0039064,Zay Flowers,WR,BAL,DET,3.3
2025,3,2025_03_DET_BAL,2025-09-22,00-0030564,DeAndre Hopkins,WR,BAL,DET,2.3
2025,3,2025_03_DET_BAL,2025-09-22,00-0032464,Kalif Raymond,WR,DET,BAL,1.4
2025,3,2025_03_DET_BAL,2025-09-22,00-0040669,Isaac TeSlaa,WR,DET,BAL,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0038896,Jacob Saylors,RB,DET,BAL,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0040075,LaJohntay Wester,WR,BAL,DET,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0039796,Rasheen Ali,RB,BAL,DET,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0039364,Sione Vaki,RB,DET,BAL,0.0
2025,3,2025_03_DET_BAL,2025-09-22,00-0036630,Tylan Wallace,WR,BAL,DET,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0040784,Quinshon Judkins,RB,CLE,GB,16.5
2025,3,2025_03_GB_CLE,2025-09-21,00-0035700,Josh Jacobs,RB,GB,CLE,12.4
2025,3,2025_03_GB_CLE,2025-09-21,00-0036264,Jordan Love,QB,GB,CLE,11.120000000000001
2025,3,2025_03_GB_CLE,2025-09-21,00-0040667,Matthew Golden,WR,GB,CLE,10.100000000000001
2025,3,2025_03_GB_CLE,2025-09-21,00-0037306,John FitzPatrick,TE,GB,CLE,9.2
2025,3,2025_03_GB_CLE,2025-09-21,00-0033885,David Njoku,TE,CLE,GB,9.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0038996,Tucker Kraft,TE,GB,CLE,5.9
2025,3,2025_03_GB_CLE,2025-09-21,00-0038979,Cedric Tillman,WR,CLE,GB,5.6
2025,3,2025_03_GB_CLE,2025-09-21,00-0040663,Harold Fannin Jr.,TE,CLE,GB,5.5
2025,3,2025_03_GB_CLE,2025-09-21,00-0037267,Jerome Ford,RB,CLE,GB,5.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0037816,Romeo Doubs,WR,GB,CLE,4.5
2025,3,2025_03_GB_CLE,2025-09-21,00-0038393,Dontayvion Wicks,WR,GB,CLE,4.1
2025,3,2025_03_GB_CLE,2025-09-21,00-0026158,Joe Flacco,QB,CLE,GB,3.6799999999999997
2025,3,2025_03_GB_CLE,2025-09-21,00-0040782,Isaiah Bond,WR,CLE,GB,3.6
2025,3,2025_03_GB_CLE,2025-09-21,00-0039379,Jamari Thrash,WR,CLE,GB,2.7
2025,3,2025_03_GB_CLE,2025-09-21,00-0036407,Jerry Jeudy,WR,CLE,GB,2.7
2025,3,2025_03_GB_CLE,2025-09-21,00-0038797,Emanuel Wilson,RB,GB,CLE,2.5
2025,3,2025_03_GB_CLE,2025-09-21,00-0040162,Dylan Sampson,RB,CLE,GB,0.2
2025,3,2025_03_GB_CLE,2025-09-21,00-0038710,Blake Whiteheart,TE,CLE,GB,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0038685,Chris Brooks,RB,GB,CLE,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0031763,DeAndre Carter,WR,CLE,GB,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0037380,Kaden Davis,WR,CLE,GB,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0038465,Malik Heath,WR,GB,CLE,0.0
2025,3,2025_03_GB_CLE,2025-09-21,00-0040009,Savion Williams,WR,GB,CLE,-0.1
2025,3,2025_03_HOU_JAX,2025-09-21,00-0036554,Nico Collins,WR,HOU,JAX,22.4
2025,3,2025_03_HOU_JAX,2025-09-21,00-0038935,Brenton Strange,TE,JAX,HOU,12.100000000000001
2025,3,2025_03_HOU_JAX,2025-09-21,00-0036973,Travis Etienne,RB,JAX,HOU,11.600000000000001
2025,3,2025_03_HOU_JAX,2025-09-21,00-0039163,C.J. Stroud,QB,HOU,JAX,10.36
2025,3,2025_03_HOU_JAX,2025-09-21,00-0034383,Dalton Schultz,TE,HOU,JAX,8.9
2025,3,2025_03_HOU_JAX,2025-09-21,00-0040719,Bhayshul Tuten,RB,JAX,HOU,8.1
2025,3,2025_03_HOU_JAX,2025-09-21,00-0036971,Trevor Lawrence,QB,JAX,HOU,7.780000000000001
2025,3,2025_03_HOU_JAX,2025-09-21,00-0039893,Brian Thomas Jr.,WR,JAX,HOU,7.5
2025,3,2025_03_HOU_JAX,2025-09-21,00-0038606,Parker Washington,WR,JAX,HOU,7.4
2025,3,2025_03_HOU_JAX,2025-09-21,00-0034791,Nick Chubb,RB,HOU,JAX,7.0
2025,3,2025_03_HOU_JAX,2025-09-21,00-0034775,Christian Kirk,WR,HOU,JAX,5.5
2025,3,2025_03_HOU_JAX,2025-09-21,00-0040583,Woody Marks,RB,HOU,JAX,4.6
2025,3,2025_03_HOU_JAX,2025-09-21,00-0038618,Xavier Hutchinson,WR,HOU,JAX,4.6
2025,3,2025_03_HOU_JAX,2025-09-21,00-0037004,Hunter Long,TE,JAX,HOU,3.2
2025,3,2025_03_HOU_JAX,2025-09-21,00-0036626,Dyami Brown,WR,JAX,HOU,2.7
2025,3,2025_03_HOU_JAX,2025-09-21,00-0033375,Tim Patrick,WR,JAX,HOU,2.6
2025,3,2025_03_HOU_JAX,2025-09-21,00-0040238,LeQuint Allen Jr.,RB,JAX,HOU,1.9
2025,3,2025_03_HOU_JAX,2025-09-21,00-0033246,Johnny Mundt,TE,JAX,HOU,1.7000000000000002
2025,3,2025_03_HOU_JAX,2025-09-21,00-0040130,Jayden Higgins,WR,HOU,JAX,1.5
2025,3,2025_03_HOU_JAX,2025-09-21,00-0040138,Jaylin Noel,WR,HOU,JAX,1.4
2025,3,2025_03_HOU_JAX,2025-09-21,00-0033854,Dare Ogunbowale,RB,HOU,JAX,0.0
2025,3,2025_03_HOU_JAX,2025-09-21,00-0035726,Jakob Johnson,RB,HOU,JAX,0.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0036223,Jonathan Taylor,RB,IND,TEN,32.8
2025,3,2025_03_IND_TEN,2025-09-21,00-0036252,Michael Pittman,WR,IND,TEN,19.3
2025,3,2025_03_IND_TEN,2025-09-21,00-0035710,Daniel Jones,QB,IND,TEN,15.82
2025,3,2025_03_IND_TEN,2025-09-21,00-0035261,Tony Pollard,RB,TEN,IND,13.9
2025,3,2025_03_IND_TEN,2025-09-21,00-0040170,Elic Ayomanor,WR,TEN,IND,13.8
2025,3,2025_03_IND_TEN,2025-09-21,00-0040676,Cam Ward,QB,TEN,IND,11.96
2025,3,2025_03_IND_TEN,2025-09-21,00-0037809,Chig Okonkwo,TE,TEN,IND,11.600000000000001
2025,3,2025_03_IND_TEN,2025-09-21,00-0037664,Alec Pierce,WR,IND,TEN,10.7
2025,3,2025_03_IND_TEN,2025-09-21,00-0032211,Tyler Lockett,WR,TEN,IND,7.7
2025,3,2025_03_IND_TEN,2025-09-21,00-0040128,Tyler Warren,TE,IND,TEN,6.800000000000001
2025,3,2025_03_IND_TEN,2025-09-21,00-0040584,Gunnar Helm,TE,TEN,IND,5.7
2025,3,2025_03_IND_TEN,2025-09-21,00-0038997,Josh Downs,WR,IND,TEN,5.4
2025,3,2025_03_IND_TEN,2025-09-21,00-0034837,Calvin Ridley,WR,TEN,IND,3.7
2025,3,2025_03_IND_TEN,2025-09-21,00-0040705,Chimere Dike,WR,TEN,IND,3.5
2025,3,2025_03_IND_TEN,2025-09-21,00-0037594,Julius Chestnut,RB,TEN,IND,2.6
2025,3,2025_03_IND_TEN,2025-09-21,00-0036415,Van Jefferson,WR,TEN,IND,1.8
2025,3,2025_03_IND_TEN,2025-09-21,00-0037120,Tyler Goodson,RB,IND,TEN,0.6000000000000001
2025,3,2025_03_IND_TEN,2025-09-21,00-0040179,DJ Giddens,RB,IND,TEN,0.30000000000000004
2025,3,2025_03_IND_TEN,2025-09-21,00-0039890,Adonai Mitchell,WR,IND,TEN,0.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0039816,Anthony Gould,WR,IND,TEN,0.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0035021,Ashton Dulin,WR,IND,TEN,0.0
2025,3,2025_03_IND_TEN,2025-09-21,00-0039164,Anthony Richardson,QB,IND,TEN,-0.1
2025,3,2025_03_KC_NYG,2025-09-21,00-0040715,Cam Skattebo,RB,NYG,KC,24.1
2025,3,2025_03_KC_NYG,2025-09-21,00-0038104,Tyquan Thornton,WR,KC,NYG,18.1
2025,3,2025_03_KC_NYG,2025-09-21,00-0033873,Patrick Mahomes,QB,KC,NYG,13.16
2025,3,2025_03_KC_NYG,2025-09-21,00-0033923,Kareem Hunt,RB,KC,NYG,11.4
2025,3,2025_03_KC_NYG,2025-09-21,00-0033857,JuJu Smith-Schuster,WR,KC,NYG,9.5
2025,3,2025_03_KC_NYG,2025-09-21,00-0035662,Marquise Brown,WR,KC,NYG,8.2
2025,3,2025_03_KC_NYG,2025-09-21,00-0035535,Darius Slayton,WR,NYG,KC,7.0
2025,3,2025_03_KC_NYG,2025-09-21,00-0030506,Travis Kelce,TE,KC,NYG,6.6
2025,3,2025_03_KC_NYG,2025-09-21,00-0037197,Isiah Pacheco,RB,KC,NYG,5.800000000000001
2025,3,2025_03_KC_NYG,2025-09-21,00-0039384,Tyrone Tracy Jr.,RB,NYG,KC,5.6
2025,3,2025_03_KC_NYG,2025-09-21,00-0029263,Russell Wilson,QB,NYG,KC,5.1000000000000005
2025,3,2025_03_KC_NYG,2025-09-21,00-0036637,Noah Gray,TE,KC,NYG,4.7
2025,3,2025_03_KC_NYG,2025-09-21,00-0038117,Wan'Dale Robinson,WR,NYG,KC,3.6
2025,3,2025_03_KC_NYG,2025-09-21,00-0039337,Malik Nabers,WR,NYG,KC,3.3
2025,3,2025_03_KC_NYG,2025-09-21,00-0039847,Theo Johnson,TE,NYG,KC,2.0
2025,3,2025_03_KC_NYG,2025-09-21,00-0031484,Chris Manhertz,TE,NYG,KC,1.7000000000000002
2025,3,2025_03_KC_NYG,2025-09-21,00-0038115,Daniel Bellinger,TE,NYG,KC,1.6
2025,3,2025_03_KC_NYG,2025-09-21,00-0040078,Brashard Smith,RB,KC,NYG,1.3
2025,3,2025_03_KC_NYG,2025-09-21,00-0035250,Devin Singletary,RB,NYG,KC,1.1
2025,3,2025_03_KC_NYG,2025-09-21,00-0038519,Nikko Remigio,WR,KC,NYG,1.1
2025,3,2025_03_KC_NYG,2025-09-21,00-0040691,Jaxson Dart,QB,NYG,KC,0.30000000000000004
2025,3,2025_03_KC_NYG,2025-09-21,00-0035645,Gunner Olszewski,WR,NYG,KC,0.0
2025,3,2025_03_LA_PHI,2025-09-21,00-0036389,Jalen Hurts,QB,PHI,LA,29.04
