season,week,game_id,game_date,team,opponent,sacks,interceptions,fumble_recoveries,defensive_touchdowns,special_teams_touchdowns,blocked_kicks,safeties,points_allowed,yards_allowed,espn_fantasy_points,yahoo_fantasy_points
2025,7,2025_07_WAS_DAL,2025-10-19,WAS,DAL,1,0,0,0,0,0,1,38.0,423,-3.0,-1.0
2025,8,2025_08_BUF_CAR,2025-10-26,BUF,CAR,7,1,2,0,0,0,0,9.0,334,16.0,17.0
2025,8,2025_08_BUF_CAR,2025-10-26,CAR,BUF,2,0,0,0,0,0,0,40.0,450,-6.0,-2.0
2025,8,2025_08_CHI_BAL,2025-10-26,BAL,CHI,1,1,0,0,0,0,0,16.0,390,3.0,4.0
2025,8,2025_08_CHI_BAL,2025-10-26,CHI,BAL,2,0,0,0,0,0,0,30.0,371,0.0,1.0
2025,8,2025_08_CLE_NE,2025-10-26,CLE,NE,6,1,1,0,0,0,0,32.0,496,4.0,9.0
2025,8,2025_08_CLE_NE,2025-10-26,NE,CLE,1,2,0,0,0,0,0,13.0,235,10.0,9.0
2025,8,2025_08_DAL_DEN,2025-10-26,DAL,DEN,0,1,0,0,0,0,0,44.0,426,-4.0,-2.0
2025,8,2025_08_DAL_DEN,2025-10-26,DEN,DAL,2,2,0,0,0,0,0,24.0,369,5.0,6.0
2025,8,2025_08_GB_PIT,2025-10-26,GB,PIT,3,0,1,0,0,0,0,25.0,329,5.0,5.0
2025,8,2025_08_GB_PIT,2025-10-26,PIT,GB,0,0,0,0,0,0,0,35.0,454,-8.0,-4.0
2025,8,2025_08_MIA_ATL,2025-10-26,ATL,MIA,1,0,0,0,0,0,0,34.0,354,-1.0,0.0
2025,8,2025_08_MIA_ATL,2025-10-26,MIA,ATL,1,0,1,0,0,0,0,10.0,223,8.0,7.0
2025,8,2025_08_MIN_LAC,2025-10-23,LAC,MIN,5,1,0,0,0,0,0,10.0,218,12.0,11.0
2025,8,2025_08_MIN_LAC,2025-10-23,MIN,LAC,2,1,0,0,0,0,1,37.0,449,0.0,2.0
2025,8,2025_08_NYG_PHI,2025-10-26,NYG,PHI,4,0,0,0,0,0,0,38.0,483,-4.0,0.0
2025,8,2025_08_NYG_PHI,2025-10-26,PHI,NYG,5,0,0,0,0,0,0,20.0,276,7.0,6.0
2025,8,2025_08_NYJ_CIN,2025-10-26,CIN,NYJ,0,0,0,0,0,0,0,39.0,502,-9.0,-4.0
2025,8,2025_08_NYJ_CIN,2025-10-26,NYJ,CIN,1,0,0,0,0,0,0,38.0,410,-5.0,-3.0
2025,8,2025_08_SF_HOU,2025-10-26,HOU,SF,2,1,0,0,0,0,0,15.0,259,7.0,5.0
2025,8,2025_08_SF_HOU,2025-10-26,SF,HOU,0,1,0,0,0,0,0,26.0,475,-3.0,2.0
2025,8,2025_08_TB_NO,2025-10-26,NO,TB,3,0,1,0,0,0,0,17.0,268,8.0,6.0
2025,8,2025_08_TB_NO,2025-10-26,TB,NO,5,2,2,1,0,0,0,3.0,349,23.0,26.0
2025,8,2025_08_TEN_IND,2025-10-26,IND,TEN,4,1,0,0,0,0,0,14.0,403,4.0,7.0
2025,8,2025_08_TEN_IND,2025-10-26,TEN,IND,3,0,0,0,0,0,0,38.0,452,-5.0,-1.0
2025,8,2025_08_WAS_KC,2025-10-27,KC,WAS,2,2,0,0,0,0,0,7.0,286,11.0,10.0
2025,8,2025_08_WAS_KC,2025-10-27,WAS,KC,3,2,0,0,0,0,0,28.0,462,1.0,6.0
2025,9,2025_09_ARI_DAL,2025-11-03,ARI,DAL,5,1,2,0,0,0,0,17.0,413,9.0,12.0
2025,9,2025_09_ARI_DAL,2025-11-03,DAL,ARI,5,0,0,0,1,1,0,27.0,420,10.0,13.0
2025,9,2025_09_ATL_NE,2025-11-02,ATL,NE,6,1,1,0,0,0,0,24.0,407,7.0,10.0
2025,9,2025_09_ATL_NE,2025-11-02,NE,ATL,1,0,0,0,0,0,0,23.0,296,3.0,1.0
2025,9,2025_09_BAL_MIA,2025-10-30,BAL,MIA,2,1,2,0,0,0,0,6.0,364,11.0,15.0
2025,9,2025_09_BAL_MIA,2025-10-30,MIA,BAL,2,0,0,0,0,0,0,28.0,370,0.0,1.0
2025,9,2025_09_CAR_GB,2025-11-02,CAR,GB,1,1,1,0,0,0,0,13.0,385,7.0,9.0
2025,9,2025_09_CAR_GB,2025-11-02,GB,CAR,1,1,0,0,0,0,0,16.0,265,6.0,4.0
2025,9,2025_09_CHI_CIN,2025-11-02,CHI,CIN,3,2,1,0,0,0,0,42.0,537,0.0,5.0
2025,9,2025_09_CHI_CIN,2025-11-02,CIN,CHI,2,0,0,0,1,1,0,47.0,594,-2.0,6.0
2025,9,2025_09_DEN_HOU,2025-11-02,DEN,HOU,4,0,0,0,0,0,0,15.0,318,5.0,5.0
2025,9,2025_09_DEN_HOU,2025-11-02,HOU,DEN,1,1,1,0,0,1,0,18.0,275,9.0,8.0
2025,9,2025_09_IND_PIT,2025-11-02,IND,PIT,3,0,1,0,0,0,0,27.0,257,7.0,5.0
2025,9,2025_09_IND_PIT,2025-11-02,PIT,IND,5,3,3,0,0,0,0,20.0,426,14.0,18.0
2025,9,2025_09_JAX_LV,2025-11-02,JAX,LV,2,1,0,0,0,0,0,29.0,351,2.0,3.0
2025,9,2025_09_JAX_LV,2025-11-02,LV,JAX,1,1,0,0,0,0,0,30.0,375,1.0,2.0
2025,9,2025_09_KC_BUF,2025-11-02,BUF,KC,3,1,0,0,0,0,0,21.0,353,4.0,5.0
2025,9,2025_09_KC_BUF,2025-11-02,KC,BUF,3,0,0,0,0,0,0,28.0,424,-1.0,2.0
2025,9,2025_09_LAC_TEN,2025-11-02,LAC,TEN,4,0,0,0,0,0,0,14.0,260,7.0,5.0
2025,9,2025_09_LAC_TEN,2025-11-02,TEN,LAC,6,1,0,1,1,0,0,27.0,419,17.0,20.0
2025,9,2025_09_MIN_DET,2025-11-02,DET,MIN,5,1,0,0,0,0,0,27.0,312,7.0,7.0
2025,9,2025_09_MIN_DET,2025-11-02,MIN,DET,5,0,1,0,0,1,0,24.0,393,8.0,9.0
2025,9,2025_09_NO_LA,2025-11-02,LA,NO,1,1,1,0,0,0,0,10.0,242,10.0,9.0
2025,9,2025_09_NO_LA,2025-11-02,NO,LA,2,0,0,0,0,0,0,34.0,466,-4.0,1.0
2025,9,2025_09_SEA_WAS,2025-11-02,SEA,WAS,4,1,1,0,0,0,0,14.0,330,9.0,9.0
2025,9,2025_09_SEA_WAS,2025-11-02,WAS,SEA,0,1,0,0,0,0,0,38.0,418,-4.0,-2.0
2025,9,2025_09_SF_NYG,2025-11-02,NYG,SF,2,0,1,0,0,0,0,34.0,408,0.0,3.0
2025,9,2025_09_SF_NYG,2025-11-02,SF,NYG,2,0,0,0,0,0,0,24.0,320,2.0,2.0
2025,10,2025_10_ARI_SEA,2025-11-09,ARI,SEA,1,1,2,0,0,0,0,32.0,380,5.0,6.0
2025,10,2025_10_ARI_SEA,2025-11-09,SEA,ARI,5,0,2,2,0,0,0,22.0,439,18.0,21.0
2025,10,2025_10_ATL_IND,2025-11-09,ATL,IND,7,1,1,0,0,0,0,31.0,637,3.0,10.0
2025,10,2025_10_ATL_IND,2025-11-09,IND,ATL,3,0,1,0,0,0,0,25.0,344,5.0,5.0
2025,10,2025_10_BAL_MIN,2025-11-09,BAL,MIN,1,2,1,0,0,0,0,19.0,371,6.0,8.0
2025,10,2025_10_BAL_MIN,2025-11-09,MIN,BAL,1,0,0,0,0,0,0,27.0,335,1.0,1.0
2025,10,2025_10_BUF_MIA,2025-11-09,BUF,MIA,0,2,0,0,0,0,0,30.0,370,2.0,3.0
2025,10,2025_10_BUF_MIA,2025-11-09,MIA,BUF,3,1,2,0,0,0,0,13.0,410,9.0,13.0
2025,10,2025_10_CLE_NYJ,2025-11-09,CLE,NYJ,3,1,0,0,0,0,0,27.0,193,8.0,5.0
2025,10,2025_10_CLE_NYJ,2025-11-09,NYJ,CLE,6,0,0,0,2,0,0,20.0,372,17.0,19.0
2025,10,2025_10_DET_WAS,2025-11-09,DET,WAS,2,0,0,0,0,0,0,22.0,324,2.0,2.0
2025,10,2025_10_DET_WAS,2025-11-09,WAS,DET,0,0,0,0,0,1,0,44.0,546,-7.0,-2.0
2025,10,2025_10_JAX_HOU,2025-11-09,HOU,JAX,5,1,1,1,0,0,0,29.0,291,16.0,14.0
2025,10,2025_10_JAX_HOU,2025-11-09,JAX,HOU,2,1,1,0,1,0,0,30.0,432,8.0,11.0
2025,10,2025_10_LA_SF,2025-11-09,LA,SF,0,1,1,0,0,1,0,26.0,393,5.0,6.0
2025,10,2025_10_LA_SF,2025-11-09,SF,LA,1,0,0,0,0,0,0,42.0,411,-5.0,-3.0
2025,10,2025_10_LV_DEN,2025-11-06,DEN,LV,6,1,0,0,0,1,0,7.0,246,15.0,14.0
2025,10,2025_10_LV_DEN,2025-11-06,LV,DEN,2,2,0,0,0,0,0,10.0,248,11.0,10.0
2025,10,2025_10_NE_TB,2025-11-09,NE,TB,2,0,0,0,0,0,0,23.0,401,-1.0,2.0
2025,10,2025_10_NE_TB,2025-11-09,TB,NE,1,1,0,0,0,0,0,28.0,437,-1.0,2.0
2025,10,2025_10_NO_CAR,2025-11-09,CAR,NO,2,0,1,0,0,0,0,17.0,420,2.0,5.0
2025,10,2025_10_NO_CAR,2025-11-09,NO,CAR,2,1,1,0,0,1,0,7.0,219,13.0,12.0
2025,10,2025_10_NYG_CHI,2025-11-09,CHI,NYG,4,0,1,0,0,0,0,20.0,481,1.0,7.0
2025,10,2025_10_NYG_CHI,2025-11-09,NYG,CHI,0,0,0,0,0,0,0,24.0,391,-1.0,0.0
2025,10,2025_10_PHI_GB,2025-11-10,GB,PHI,0,0,1,0,0,0,0,10.0,294,7.0,6.0
2025,10,2025_10_PHI_GB,2025-11-10,PHI,GB,3,0,2,0,0,0,0,7.0,299,12.0,11.0
2025,10,2025_10_PIT_LAC,2025-11-09,LAC,PIT,3,2,1,0,0,0,1,10.0,247,16.0,15.0
2025,10,2025_10_PIT_LAC,2025-11-09,PIT,LAC,5,0,0,0,0,0,0,25.0,356,4.0,5.0
2025,11,2025_11_BAL_CLE,2025-11-16,BAL,CLE,3,1,0,0,0,0,0,10.0,255,10.0,9.0
2025,11,2025_11_BAL_CLE,2025-11-16,CLE,BAL,5,2,1,1,0,0,0,23.0,403,14.0,17.0
2025,11,2025_11_CAR_ATL,2025-11-16,ATL,CAR,5,0,0,0,0,0,0,30.0,544,-2.0,4.0
2025,11,2025_11_CAR_ATL,2025-11-16,CAR,ATL,0,0,1,0,0,0,0,27.0,348,2.0,2.0
2025,11,2025_11_CHI_MIN,2025-11-16,CHI,MIN,0,2,0,0,0,0,0,17.0,265,7.0,5.0
2025,11,2025_11_CHI_MIN,2025-11-16,MIN,CHI,2,0,0,0,0,0,0,19.0,346,2.0,3.0
2025,11,2025_11_CIN_PIT,2025-11-16,CIN,PIT,1,0,0,0,0,0,0,22.0,365,0.0,1.0
2025,11,2025_11_CIN_PIT,2025-11-16,PIT,CIN,1,1,1,2,0,0,0,12.0,311,20.0,21.0
2025,11,2025_11_DAL_LV,2025-11-17,DAL,LV,4,1,0,0,0,0,1,16.0,294,11.0,9.0
2025,11,2025_11_DAL_LV,2025-11-17,LV,DAL,1,0,1,0,0,0,0,33.0,383,1.0,2.0
2025,11,2025_11_DET_PHI,2025-11-16,DET,PHI,1,0,0,0,0,0,0,16.0,294,4.0,2.0
2025,11,2025_11_DET_PHI,2025-11-16,PHI,DET,2,1,0,0,0,0,0,9.0,341,7.0,8.0
2025,11,2025_11_GB_NYG,2025-11-16,GB,NYG,2,1,1,0,0,0,0,20.0,350,5.0,7.0
2025,11,2025_11_GB_NYG,2025-11-16,NYG,GB,2,0,0,0,0,0,0,27.0,320,2.0,2.0
2025,11,2025_11_HOU_TEN,2025-11-16,HOU,TEN,3,0,1,0,0,0,0,13.0,275,10.0,9.0
2025,11,2025_11_HOU_TEN,2025-11-16,TEN,HOU,4,0,0,0,0,0,0,16.0,383,4.0,5.0
2025,11,2025_11_KC_DEN,2025-11-16,DEN,KC,3,1,0,0,0,1,0,19.0,365,6.0,8.0
2025,11,2025_11_KC_DEN,2025-11-16,KC,DEN,2,0,0,0,0,0,0,22.0,366,1.0,2.0
2025,11,2025_11_LAC_JAX,2025-11-16,JAX,LAC,3,1,0,0,0,0,0,6.0,185,12.0,12.0
2025,11,2025_11_LAC_JAX,2025-11-16,LAC,JAX,0,1,0,0,0,0,0,35.0,345,-1.0,-2.0
2025,11,2025_11_NYJ_NE,2025-11-13,NE,NYJ,2,0,1,0,0,0,0,14.0,267,7.0,5.0
2025,11,2025_11_NYJ_NE,2025-11-13,NYJ,NE,1,0,0,0,0,0,0,27.0,356,0.0,1.0
2025,11,2025_11_SEA_LA,2025-11-16,LA,SEA,0,4,0,0,0,0,0,19.0,414,5.0,9.0
2025,11,2025_11_SEA_LA,2025-11-16,SEA,LA,0,0,1,0,0,0,0,21.0,249,4.0,2.0
2025,11,2025_11_SF_ARI,2025-11-16,ARI,SF,1,0,0,0,0,1,0,41.0,309,0.0,-1.0
2025,11,2025_11_SF_ARI,2025-11-16,SF,ARI,0,2,1,0,0,0,0,22.0,488,1.0,6.0
2025,11,2025_11_TB_BUF,2025-11-16,BUF,TB,1,1,1,0,0,0,0,32.0,383,3.0,4.0
2025,11,2025_11_TB_BUF,2025-11-16,TB,BUF,0,2,1,0,0,0,0,44.0,414,0.0,2.0
2025,11,2025_11_WAS_MIA,2025-11-16,MIA,WAS,1,1,1,0,0,0,0,13.0,391,7.0,9.0
2025,11,2025_11_WAS_MIA,2025-11-16,WAS,MIA,3,0,0,0,0,0,0,16.0,369,3.0,4.0
2025,12,2025_12_ATL_NO,2025-11-23,ATL,NO,5,1,1,0,0,0,0,4.0,351,12.0,16.0
2025,12,2025_12_ATL_NO,2025-11-23,NO,ATL,3,1,0,1,0,0,0,24.0,338,11.0,11.0
2025,12,2025_12_BUF_HOU,2025-11-20,BUF,HOU,0,0,0,0,1,0,0,23.0,261,8.0,6.0
2025,12,2025_12_BUF_HOU,2025-11-20,HOU,BUF,8,2,1,0,0,0,0,19.0,466,9.0,15.0
2025,12,2025_12_CAR_SF,2025-11-24,CAR,SF,0,3,0,0,0,0,0,20.0,340,6.0,7.0
2025,12,2025_12_CAR_SF,2025-11-24,SF,CAR,1,2,0,0,0,0,0,9.0,246,10.0,9.0
2025,12,2025_12_CLE_LV,2025-11-23,CLE,LV,10,0,1,0,0,0,0,10.0,422,12.0,16.0
2025,12,2025_12_CLE_LV,2025-11-23,LV,CLE,1,1,1,0,0,0,0,24.0,276,7.0,5.0
2025,12,2025_12_IND_KC,2025-11-23,IND,KC,4,1,1,0,0,0,0,23.0,506,2.0,8.0
2025,12,2025_12_IND_KC,2025-11-23,KC,IND,0,0,0,0,0,0,0,20.0,255,2.0,1.0
2025,12,2025_12_JAX_ARI,2025-11-23,ARI,JAX,3,3,1,1,0,0,0,27.0,409,14.0,17.0
2025,12,2025_12_JAX_ARI,2025-11-23,JAX,ARI,6,0,0,0,0,0,0,18.0,414,3.0,7.0
2025,12,2025_12_MIN_GB,2025-11-23,GB,MIN,5,2,1,0,0,0,0,6.0,215,17.0,18.0
2025,12,2025_12_MIN_GB,2025-11-23,MIN,GB,1,0,0,0,0,0,0,23.0,296,3.0,1.0
2025,12,2025_12_NE_CIN,2025-11-23,CIN,NE,1,1,0,1,0,0,0,20.0,410,6.0,10.0
2025,12,2025_12_NE_CIN,2025-11-23,NE,CIN,1,1,0,1,0,0,0,14.0,327,10.0,10.0
2025,12,2025_12_NYG_DET,2025-11-23,DET,NYG,1,1,0,0,0,0,0,27.0,525,-3.0,3.0
2025,12,2025_12_NYG_DET,2025-11-23,NYG,DET,3,1,0,0,0,0,0,34.0,538,-2.0,4.0
2025,12,2025_12_NYJ_BAL,2025-11-23,BAL,NYJ,3,1,1,0,0,0,0,10.0,318,10.0,11.0
2025,12,2025_12_NYJ_BAL,2025-11-23,NYJ,BAL,1,0,0,0,0,0,0,23.0,261,3.0,1.0
2025,12,2025_12_PHI_DAL,2025-11-23,DAL,PHI,1,0,2,0,0,0,0,21.0,365,4.0,5.0
2025,12,2025_12_PHI_DAL,2025-11-23,PHI,DAL,1,1,1,0,0,0,0,24.0,485,0.0,5.0
2025,12,2025_12_PIT_CHI,2025-11-23,CHI,PIT,2,1,1,0,0,0,0,22.0,369,5.0,6.0
2025,12,2025_12_PIT_CHI,2025-11-23,PIT,CHI,1,0,2,1,0,0,0,31.0,348,10.0,10.0
2025,12,2025_12_SEA_TEN,2025-11-23,SEA,TEN,4,0,0,0,0,0,0,24.0,344,4.0,4.0
2025,12,2025_12_SEA_TEN,2025-11-23,TEN,SEA,1,0,0,0,1,0,0,30.0,363,5.0,6.0
2025,12,2025_12_TB_LA,2025-11-23,LA,TB,4,2,0,1,0,0,0,7.0,259,19.0,18.0
2025,12,2025_12_TB_LA,2025-11-23,TB,LA,1,0,0,0,0,0,0,28.0,353,-1.0,0.0
2025,13,2025_13_ARI_TB,2025-11-30,ARI,TB,2,0,0,0,0,0,0,20.0,299,4.0,3.0
2025,13,2025_13_ARI_TB,2025-11-30,TB,ARI,2,1,1,0,0,0,0,17.0,406,4.0,7.0
2025,13,2025_13_ATL_NYJ,2025-11-30,ATL,NYJ,2,0,0,0,0,0,0,27.0,295,4.0,2.0
2025,13,2025_13_ATL_NYJ,2025-11-30,NYJ,ATL,2,0,1,0,0,0,0,24.0,413,1.0,4.0
2025,13,2025_13_BUF_PIT,2025-11-30,BUF,PIT,1,1,1,1,0,0,0,7.0,184,17.0,15.0
2025,13,2025_13_BUF_PIT,2025-11-30,PIT,BUF,0,1,1,0,0,0,0,20.0,372,3.0,5.0
2025,13,2025_13_CHI_PHI,2025-11-28,CHI,PHI,0,1,1,0,0,0,0,15.0,317,5.0,5.0
2025,13,2025_13_CHI_PHI,2025-11-28,PHI,CHI,2,1,0,0,0,0,0,24.0,445,1.0,4.0
2025,13,2025_13_CIN_BAL,2025-11-27,BAL,CIN,1,0,1,0,0,0,0,32.0,396,1.0,2.0
2025,13,2025_13_CIN_BAL,2025-11-27,CIN,BAL,3,1,3,0,0,0,0,14.0,392,11.0,12.0
2025,13,2025_13_DEN_WAS,2025-11-30,DEN,WAS,2,1,0,0,0,0,0,26.0,455,-1.0,4.0
2025,13,2025_13_DEN_WAS,2025-11-30,WAS,DEN,1,1,0,0,0,0,0,27.0,414,0.0,3.0
2025,13,2025_13_GB_DET,2025-11-27,DET,GB,0,0,0,0,0,0,0,31.0,359,-2.0,-1.0
2025,13,2025_13_GB_DET,2025-11-27,GB,DET,3,0,0,0,0,0,0,24.0,398,2.0,3.0
2025,13,2025_13_HOU_IND,2025-11-30,HOU,IND,1,0,0,0,0,0,0,16.0,293,4.0,2.0
2025,13,2025_13_HOU_IND,2025-11-30,IND,HOU,2,1,0,0,0,0,0,20.0,404,1.0,5.0
2025,13,2025_13_JAX_TEN,2025-11-30,JAX,TEN,3,0,2,0,0,0,0,3.0,228,13.0,14.0
2025,13,2025_13_JAX_TEN,2025-11-30,TEN,JAX,3,0,0,0,0,0,0,25.0,326,3.0,3.0
2025,13,2025_13_KC_DAL,2025-11-27,DAL,KC,3,0,0,0,0,0,0,28.0,398,1.0,2.0
2025,13,2025_13_KC_DAL,2025-11-27,KC,DAL,0,1,0,0,0,0,0,31.0,457,-4.0,1.0
2025,13,2025_13_LA_CAR,2025-11-30,CAR,LA,2,2,1,1,0,0,0,28.0,411,10.0,13.0
2025,13,2025_13_LA_CAR,2025-11-30,LA,CAR,2,0,0,0,0,0,0,25.0,382,1.0,2.0
2025,13,2025_13_LV_LAC,2025-11-30,LAC,LV,5,1,0,0,0,0,0,14.0,236,10.0,8.0
2025,13,2025_13_LV_LAC,2025-11-30,LV,LAC,3,1,0,0,0,0,0,31.0,363,3.0,4.0
2025,13,2025_13_MIN_SEA,2025-11-30,MIN,SEA,4,0,2,0,0,0,0,20.0,287,10.0,9.0
2025,13,2025_13_MIN_SEA,2025-11-30,SEA,MIN,4,4,1,1,0,0,0,0.0,222,27.0,30.0
2025,13,2025_13_NO_MIA,2025-11-30,MIA,NO,4,1,1,0,0,0,0,17.0,346,9.0,9.0
2025,13,2025_13_NO_MIA,2025-11-30,NO,MIA,4,1,0,0,0,0,0,21.0,344,6.0,6.0
2025,13,2025_13_NYG_NE,2025-12-01,NE,NYG,2,0,1,0,1,0,0,15.0,261,13.0,11.0
2025,13,2025_13_NYG_NE,2025-12-01,NYG,NE,3,0,0,0,0,0,0,33.0,407,-1.0,2.0
2025,13,2025_13_SF_CLE,2025-11-30,CLE,SF,1,0,0,0,0,0,0,26.0,266,3.0,1.0
2025,13,2025_13_SF_CLE,2025-11-30,SF,CLE,3,0,2,0,0,0,0,8.0,321,10.0,11.0
2025,14,2025_14_CHI_GB,2025-12-07,CHI,GB,1,1,0,0,0,0,0,28.0,365,1.0,2.0
2025,14,2025_14_CHI_GB,2025-12-07,GB,CHI,1,1,0,0,0,0,0,21.0,333,3.0,3.0
2025,14,2025_14_CIN_BUF,2025-12-07,BUF,CIN,1,2,0,1,0,0,0,34.0,354,9.0,10.0
2025,14,2025_14_CIN_BUF,2025-12-07,CIN,BUF,3,0,1,0,0,0,0,33.0,452,-1.0,4.0
2025,14,2025_14_DAL_DET,2025-12-04,DAL,DET,1,0,0,0,0,1,0,44.0,428,-3.0,-1.0
2025,14,2025_14_DAL_DET,2025-12-04,DET,DAL,5,2,1,0,0,0,0,30.0,517,4.0,10.0
2025,14,2025_14_DEN_LV,2025-12-07,DEN,LV,4,0,0,0,1,0,0,17.0,277,13.0,11.0
2025,14,2025_14_DEN_LV,2025-12-07,LV,DEN,3,0,0,0,0,0,0,24.0,372,2.0,3.0
2025,14,2025_14_HOU_KC,2025-12-07,HOU,KC,2,3,0,0,0,0,0,10.0,298,13.0,12.0
2025,14,2025_14_HOU_KC,2025-12-07,KC,HOU,3,0,0,0,0,0,0,20.0,302,3.0,4.0
2025,14,2025_14_IND_JAX,2025-12-07,IND,JAX,0,0,1,0,0,0,0,36.0,350,-2.0,-2.0
2025,14,2025_14_IND_JAX,2025-12-07,JAX,IND,1,2,1,0,0,0,1,19.0,303,9.0,10.0
2025,14,2025_14_LA_ARI,2025-12-07,ARI,LA,0,0,0,0,0,0,0,45.0,530,-9.0,-4.0
2025,14,2025_14_LA_ARI,2025-12-07,LA,ARI,3,1,0,0,0,0,0,17.0,330,6.0,6.0
2025,14,2025_14_MIA_NYJ,2025-12-07,MIA,NYJ,6,3,0,0,0,0,0,10.0,261,17.0,16.0
2025,14,2025_14_MIA_NYJ,2025-12-07,NYJ,MIA,1,0,0,0,1,0,0,34.0,374,5.0,6.0
2025,14,2025_14_NO_TB,2025-12-07,NO,TB,0,1,0,0,0,0,0,20.0,301,2.0,3.0
2025,14,2025_14_NO_TB,2025-12-07,TB,NO,3,1,0,0,0,0,0,24.0,306,5.0,5.0
2025,14,2025_14_PHI_LAC,2025-12-08,LAC,PHI,1,4,1,0,0,0,0,19.0,383,10.0,12.0
2025,14,2025_14_PHI_LAC,2025-12-08,PHI,LAC,7,1,2,0,0,0,0,22.0,341,13.0,13.0
2025,14,2025_14_PIT_BAL,2025-12-07,BAL,PIT,0,0,0,0,0,0,0,27.0,318,0.0,0.0
2025,14,2025_14_PIT_BAL,2025-12-07,PIT,BAL,2,1,0,0,0,0,0,22.0,452,-1.0,4.0
2025,14,2025_14_SEA_ATL,2025-12-07,ATL,SEA,2,1,0,0,0,0,0,37.0,391,0.0,0.0
2025,14,2025_14_SEA_ATL,2025-12-07,SEA,ATL,1,2,1,0,1,1,0,9.0,290,20.0,19.0
2025,14,2025_14_TEN_CLE,2025-12-07,CLE,TEN,1,1,0,0,0,0,0,31.0,310,2.0,2.0
2025,14,2025_14_TEN_CLE,2025-12-07,TEN,CLE,2,1,1,0,0,1,0,29.0,438,4.0,7.0
2025,14,2025_14_WAS_MIN,2025-12-07,MIN,WAS,2,2,1,0,0,0,0,0.0,224,15.0,18.0
2025,14,2025_14_WAS_MIN,2025-12-07,WAS,MIN,4,0,0,0,0,0,0,31.0,337,3.0,3.0
2025,15,2025_15_ARI_HOU,2025-12-14,ARI,HOU,1,0,0,0,0,1,0,40.0,407,-3.0,-1.0
2025,15,2025_15_ARI_HOU,2025-12-14,HOU,ARI,2,1,1,0,0,0,0,20.0,335,6.0,7.0
2025,15,2025_15_ATL_TB,2025-12-11,ATL,TB,5,1,0,0,0,0,0,28.0,392,5.0,6.0
2025,15,2025_15_ATL_TB,2025-12-11,TB,ATL,1,0,1,0,0,0,0,29.0,492,-3.0,2.0
2025,15,2025_15_BAL_CIN,2025-12-14,BAL,CIN,3,2,0,1,0,0,0,0.0,352,17.0,23.0
2025,15,2025_15_BAL_CIN,2025-12-14,CIN,BAL,4,1,0,0,0,0,0,18.0,361,5.0,7.0
2025,15,2025_15_BUF_NE,2025-12-14,BUF,NE,3,1,0,0,0,0,0,31.0,417,1.0,4.0
2025,15,2025_15_BUF_NE,2025-12-14,NE,BUF,2,0,0,0,0,0,0,35.0,373,-2.0,-2.0
2025,15,2025_15_CAR_NO,2025-12-14,CAR,NO,5,0,0,0,0,0,0,20.0,369,4.0,6.0
2025,15,2025_15_CAR_NO,2025-12-14,NO,CAR,1,0,1,0,0,0,0,17.0,299,6.0,4.0
2025,15,2025_15_CLE_CHI,2025-12-14,CHI,CLE,5,3,0,0,0,0,0,3.0,262,17.0,18.0
2025,15,2025_15_CLE_CHI,2025-12-14,CLE,CHI,3,0,0,0,0,0,0,31.0,407,-1.0,2.0
2025,15,2025_15_DET_LA,2025-12-14,DET,LA,2,1,0,0,0,0,0,41.0,535,-5.0,0.0
2025,15,2025_15_DET_LA,2025-12-14,LA,DET,1,0,0,0,0,0,0,34.0,420,-3.0,0.0
2025,15,2025_15_GB_DEN,2025-12-14,DEN,GB,3,2,0,0,0,0,0,26.0,420,4.0,7.0
2025,15,2025_15_GB_DEN,2025-12-14,GB,DEN,0,0,1,0,0,0,0,34.0,391,0.0,1.0
2025,15,2025_15_IND_SEA,2025-12-14,IND,SEA,1,0,0,0,0,0,0,18.0,328,1.0,2.0
2025,15,2025_15_IND_SEA,2025-12-14,SEA,IND,1,1,0,0,0,0,0,16.0,224,6.0,4.0
2025,15,2025_15_LAC_KC,2025-12-14,KC,LAC,4,1,0,0,0,0,0,16.0,313,7.0,7.0
2025,15,2025_15_LAC_KC,2025-12-14,LAC,KC,5,2,0,0,0,0,0,13.0,281,14.0,13.0
2025,15,2025_15_LV_PHI,2025-12-14,LV,PHI,1,0,0,0,0,0,0,31.0,395,-1.0,0.0
2025,15,2025_15_LV_PHI,2025-12-14,PHI,LV,4,1,0,0,0,0,0,0.0,145,14.0,16.0
2025,15,2025_15_MIA_PIT,2025-12-15,MIA,PIT,3,0,0,0,0,0,0,28.0,382,1.0,2.0
2025,15,2025_15_MIA_PIT,2025-12-15,PIT,MIA,4,1,0,0,0,0,0,15.0,347,7.0,7.0
2025,15,2025_15_MIN_DAL,2025-12-14,DAL,MIN,0,1,0,0,0,0,0,34.0,327,1.0,1.0
2025,15,2025_15_MIN_DAL,2025-12-14,MIN,DAL,2,0,0,0,0,0,0,26.0,441,-1.0,2.0
2025,15,2025_15_NYJ_JAX,2025-12-14,JAX,NYJ,3,3,0,0,0,0,0,20.0,328,9.0,10.0
2025,15,2025_15_NYJ_JAX,2025-12-14,NYJ,JAX,0,0,1,0,0,0,0,48.0,438,-6.0,-2.0
2025,15,2025_15_TEN_SF,2025-12-14,SF,TEN,0,0,0,0,0,0,0,24.0,306,0.0,0.0
