season,week,game_id,game_date,player_id,player_display_name,position,team,opponent,projected_fantasy_points_ppr,display_projected_fantasy_points_ppr,raw_position_rank,position_rank,overall_flex_rank,remaining_flex_rank,projected_lineup_slot,lineup_tier,role_eligible,depth_position_matches_model_position,depth_position,depth_slot,depth_rank,evidence_confidence,prior_games_count,prior_games_current_season,days_since_previous_game,fantasy_points_ppr_avg_last_5_games,opportunities_avg_last_5_games,offense_pct_avg_last_5_games,injury_context,risk_flags,recommendation_reason,source_as_of_utc,projection_created_at_utc,projection_source_model,model_bundle_version,ranking_version
2026,1,2026_01_BUF_HOU,2026-09-13,00-0034857,Josh Allen,QB,BUF,HOU,22.134834690535694,22.134834690535694,1,1,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,126,0,259.0,21.832,35.0,1.0,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 22.13 PPR; QB raw rank 1; depth slot 9, rank 1; 126 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_SF_LA,2026-09-10,00-0026498,Matthew Stafford,QB,LA,SF,20.4359855763506,20.4359855763506,2,2,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,114,0,249.0,22.891999999999996,40.0,0.958,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 20.44 PPR; QB raw rank 2; depth slot 9, rank 1; 114 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_ATL_PIT,2026-09-13,00-0023459,Aaron Rodgers,QB,PIT,ATL,19.93503160365564,19.93503160365564,3,3,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,115,0,252.0,15.807999999999998,38.8,1.0,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 19.94 PPR; QB raw rank 3; depth slot 9, rank 1; 115 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0033106,Jared Goff,QB,DET,NO,19.798271471711452,19.798271471711452,4,4,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,129,0,252.0,17.092000000000002,41.2,1.0,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 19.80 PPR; QB raw rank 4; depth slot 9, rank 1; 129 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_ARI_LAC,2026-09-13,00-0036355,Justin Herbert,QB,LAC,ARI,18.934224372784207,18.934224372784207,5,5,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,95,0,260.0,16.148,33.0,0.97,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 18.93 PPR; QB raw rank 5; depth slot 9, rank 1; 95 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_MIA_LV,2026-09-13,00-0029604,Kirk Cousins,QB,LV,MIA,18.799238259341106,18.799238259341106,6,6,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,112,0,252.0,13.064000000000002,34.0,1.0,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 18.80 PPR; QB raw rank 6; depth slot 9, rank 1; 112 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0034855,Baker Mayfield,QB,TB,CIN,18.699367611833683,18.699367611833683,7,7,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,123,0,253.0,14.724,34.8,1.0,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 18.70 PPR; QB raw rank 7; depth slot 9, rank 1; 123 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0036442,Joe Burrow,QB,CIN,TB,18.196151163924945,18.196151163924945,8,8,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,77,0,252.0,19.872,37.2,0.944,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 18.20 PPR; QB raw rank 8; depth slot 9, rank 1; 77 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0040743,Tyler Shough,QB,NO,DET,17.472784650076004,17.472784650076004,9,9,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,11,0,252.0,20.028000000000002,37.4,0.9879999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 17.47 PPR; QB raw rank 9; depth slot 9, rank 1; 11 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_CLE_JAX,2026-09-13,00-0036971,Trevor Lawrence,QB,JAX,CLE,17.464890880353945,17.464890880353945,10,10,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,77,0,252.0,28.248,38.0,0.9200000000000002,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 17.46 PPR; QB raw rank 10; depth slot 9, rank 1; 77 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NYJ_TEN,2026-09-13,00-0030565,Geno Smith,QB,NYJ,TEN,16.231874716313282,16.231874716313282,11,11,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,73,0,259.0,11.284,29.2,0.9280000000000002,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 16.23 PPR; QB raw rank 11; depth slot 9, rank 1; 73 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NE_SEA,2026-09-09,00-0034869,Sam Darnold,QB,SEA,NE,15.876528859830364,15.876528859830364,12,12,,,QB,PROVISIONAL_STARTER,True,True,QB,9,1,HIGH,100,0,249.0,13.6,34.4,0.974,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 15.88 PPR; QB raw rank 12; depth slot 9, rank 1; 100 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,hist_gradient_boosting,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_SF_LA,2026-09-10,00-0033280,Christian McCaffrey,RB,SF,LA,17.55139188860245,17.55139188860245,1,1,1,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,96,0,250.0,21.1,24.0,0.828,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 17.55 PPR; RB raw rank 1; depth slot 11, rank 1; 96 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_ATL_PIT,2026-09-13,00-0038542,Bijan Robinson,RB,ATL,PIT,16.05428624845228,16.05428624845228,2,2,5,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,51,0,252.0,23.18,25.4,0.78,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 16.05 PPR; RB raw rank 2; depth slot 11, rank 1; 51 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0038597,Chase Brown,RB,CIN,TB,15.89161574662582,15.89161574662582,3,3,6,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,45,0,252.0,23.1,19.2,0.614,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 15.89 PPR; RB raw rank 3; depth slot 11, rank 1; 45 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_BAL_IND,2026-09-13,00-0032764,Derrick Henry,RB,BAL,IND,15.720865996230863,15.720865996230863,4,4,7,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,122,0,252.0,20.439999999999998,22.6,0.538,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 15.72 PPR; RB raw rank 4; depth slot 11, rank 1; 122 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0039139,Jahmyr Gibbs,RB,DET,NO,15.232286785707402,15.232286785707402,5,5,8,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,49,0,252.0,19.259999999999998,20.6,0.752,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 15.23 PPR; RB raw rank 5; depth slot 11, rank 1; 49 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NE_SEA,2026-09-09,00-0036875,Rhamondre Stevenson,RB,NE,SEA,14.7379298118571,14.7379298118571,6,6,10,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,70,0,248.0,20.4,11.4,0.608,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.74 PPR; RB raw rank 6; depth slot 11, rank 1; 70 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_MIA_LV,2026-09-13,00-0040122,Ashton Jeanty,RB,LV,MIA,14.7200080521087,14.7200080521087,7,7,11,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,17,0,252.0,13.5,20.8,0.8240000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.72 PPR; RB raw rank 7; depth slot 11, rank 1; 17 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NYJ_TEN,2026-09-13,00-0035261,Tony Pollard,RB,TEN,NYJ,14.187537282790872,14.187537282790872,8,8,13,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,111,0,252.0,15.5,19.8,0.5599999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.19 PPR; RB raw rank 8; depth slot 11, rank 1; 111 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_DAL_NYG,2026-09-13,00-0039384,Tyrone Tracy Jr.,RB,NYG,DAL,14.048705066925978,14.048705066925978,9,9,14,,RB,PROVISIONAL_STARTER,True,True,RB,11,2,HIGH,32,0,252.0,14.680000000000001,18.2,0.644,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.05 PPR; RB raw rank 9; depth slot 11, rank 2; 32 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_ARI_LAC,2026-09-13,00-0040666,Omarion Hampton,RB,LAC,ARI,13.705163181480827,13.705163181480827,10,10,16,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,9,0,260.0,14.34,17.8,0.522,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.71 PPR; RB raw rank 10; depth slot 11, rank 1; 9 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_MIA_LV,2026-09-13,00-0039040,De'Von Achane,RB,MIA,LV,13.277115928706367,13.277115928706367,11,11,19,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,44,0,259.0,17.56,17.6,0.666,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.28 PPR; RB raw rank 11; depth slot 11, rank 1; 44 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NE_SEA,2026-09-09,00-0039165,Zach Charbonnet,RB,SEA,NE,13.117830308836616,13.117830308836616,12,12,20,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,49,0,249.0,14.8,14.6,0.5239999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.12 PPR; RB raw rank 12; depth slot 11, rank 1; 49 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_ATL_PIT,2026-09-13,00-0037228,Jaylen Warren,RB,PIT,ATL,13.092089412872697,13.092089412872697,13,13,21,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,64,0,252.0,14.680000000000001,14.6,0.426,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.09 PPR; RB raw rank 13; depth slot 11, rank 1; 64 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_SF_LA,2026-09-10,00-0037840,Kyren Williams,RB,LA,SF,12.958723151679473,12.958723151679473,14,14,24,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,53,0,249.0,15.62,18.6,0.6199999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.96 PPR; RB raw rank 14; depth slot 11, rank 1; 53 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_CHI_CAR,2026-09-13,00-0036275,D'Andre Swift,RB,CHI,CAR,12.783296086196524,12.783296086196524,15,15,26,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,89,0,252.0,14.1,15.0,0.5700000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.78 PPR; RB raw rank 15; depth slot 11, rank 1; 89 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0036919,Kenneth Gainwell,RB,TB,CIN,12.541321867478928,12.541321867478928,16,16,28,,RB,PROVISIONAL_STARTER,True,True,RB,11,2,HIGH,83,0,252.0,17.559999999999995,14.4,0.5780000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.54 PPR; RB raw rank 16; depth slot 11, rank 2; 83 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0036973,Travis Etienne,RB,NO,DET,12.2949312707531,12.2949312707531,17,17,29,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,66,0,252.0,17.060000000000002,18.6,0.6580000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.29 PPR; RB raw rank 17; depth slot 11, rank 1; 66 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_DEN_KC,2026-09-14,00-0038134,Kenneth Walker III,RB,KC,DEN,12.212859501178498,12.212859501178498,18,18,31,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,58,0,254.0,11.420000000000002,14.8,0.454,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.21 PPR; RB raw rank 18; depth slot 11, rank 1; 58 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NYJ_TEN,2026-09-13,00-0038120,Breece Hall,RB,NYJ,TEN,12.165551394250738,12.165551394250738,19,19,32,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,56,0,259.0,10.96,17.2,0.66,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 12.17 PPR; RB raw rank 19; depth slot 11, rank 1; 56 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_WAS_PHI,2026-09-13,00-0034844,Saquon Barkley,RB,PHI,WAS,11.978846576166351,11.978846576166351,20,20,35,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,106,0,259.0,13.800000000000002,20.8,0.7779999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 11.98 PPR; RB raw rank 20; depth slot 11, rank 1; 106 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0039361,Bucky Irving,RB,TB,CIN,11.908359870953213,11.908359870953213,21,21,36,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,27,0,253.0,10.080000000000002,19.8,0.564,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 11.91 PPR; RB raw rank 21; depth slot 11, rank 1; 27 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_DEN_KC,2026-09-14,00-0040730,RJ Harvey,RB,DEN,KC,11.85105772180034,11.85105772180034,22,22,37,,RB,PROVISIONAL_STARTER,True,True,RB,11,2,HIGH,17,0,253.0,15.5,18.8,0.632,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 11.85 PPR; RB raw rank 22; depth slot 11, rank 2; 17 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_DAL_NYG,2026-09-13,00-0036997,Javonte Williams,RB,DAL,NYG,11.792495180935635,11.792495180935635,23,23,38,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,70,0,262.0,12.9,16.6,0.54,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 11.79 PPR; RB raw rank 23; depth slot 11, rank 1; 70 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_GB_MIN,2026-09-13,00-0033293,Aaron Jones,RB,MIN,GB,11.625441348792817,11.625441348792817,24,24,39,,RB,PROVISIONAL_STARTER,True,True,RB,11,1,HIGH,114,0,262.0,9.64,17.2,0.538,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 11.63 PPR; RB raw rank 24; depth slot 11, rank 1; 114 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,random_forest,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0036900,Ja'Marr Chase,WR,CIN,TB,17.200331904888206,17.200331904888206,1,1,2,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,78,0,252.0,20.380000000000003,10.8,0.9219999999999999,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 17.20 PPR; WR raw rank 1; depth slot 1, rank 1; 78 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_SF_LA,2026-09-10,00-0039075,Puka Nacua,WR,LA,SF,16.903416552733958,16.903416552733958,2,2,3,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,44,0,249.0,30.360000000000003,11.8,0.642,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 16.90 PPR; WR raw rank 2; depth slot 1, rank 1; 44 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0036963,Amon-Ra St. Brown,WR,DET,NO,16.30243293362959,16.30243293362959,3,3,4,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,82,0,252.0,21.140000000000004,12.8,0.924,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 16.30 PPR; WR raw rank 3; depth slot 1, rank 1; 82 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0037239,Chris Olave,WR,NO,DET,14.741454092069413,14.741454092069413,4,4,9,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,55,0,259.0,20.78,9.6,0.868,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.74 PPR; WR raw rank 4; depth slot 1, rank 1; 55 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NE_SEA,2026-09-09,00-0038543,Jaxon Smith-Njigba,WR,SEA,NE,14.191899588039908,14.191899588039908,5,5,12,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,51,0,249.0,20.12,10.4,0.8640000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 14.19 PPR; WR raw rank 5; depth slot 1, rank 1; 51 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_BAL_IND,2026-09-13,00-0039064,Zay Flowers,WR,BAL,IND,13.70530953660639,13.70530953660639,6,6,15,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,50,0,252.0,20.080000000000002,6.8,0.85,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.71 PPR; WR raw rank 6; depth slot 1, rank 1; 50 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_TB_CIN,2026-09-13,00-0036410,Tee Higgins,WR,CIN,TB,13.495195757765307,13.495195757765307,7,7,17,,WR,PROVISIONAL_STARTER,True,True,WR,2,2,HIGH,82,0,252.0,15.64,6.8,0.712,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.50 PPR; WR raw rank 7; depth slot 2, rank 2; 82 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_GB_MIN,2026-09-13,00-0036322,Justin Jefferson,WR,MIN,GB,13.460100777545914,13.460100777545914,8,8,18,,WR,PROVISIONAL_STARTER,True,True,WR,1,1,HIGH,94,0,252.0,9.440000000000001,7.2,0.89,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.46 PPR; WR raw rank 8; depth slot 1, rank 1; 94 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
2026,1,2026_01_NO_DET,2026-09-13,00-0037240,Jameson Williams,WR,DET,NO,13.088931412609595,13.088931412609595,9,9,22,,WR,PROVISIONAL_STARTER,True,True,WR,2,2,HIGH,50,0,252.0,14.960000000000003,7.8,0.9120000000000001,SOURCE_UNAVAILABLE_FOR_2026_AT_BUILD,INJURY_CONTEXT_UNAVAILABLE,"Raw 13.09 PPR; WR raw rank 9; depth slot 2, rank 2; 50 prior games; injury context unavailable.",2026-08-22T07:46:47.668866+00:00,2026-08-22T07:49:49.992921+00:00,ridge,v1_evaluated_2025,v1_weekly_rankings
